,num,joueur
0,,Keiren Westwood
1,,Stéphane Sessègnon
2,,Kieran Richardson
3,,David Vaughan
4,,Sebastian Larsson
5,,Jack Colback
6,,Titus Bramble
7,,John O'Shea
8,,Wes Brown
9,,Connor Wickham
10,,Phil Bardsley
