,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Timo Werner,11.0,de GER,FW,25-078,90,1,0,0,2,0,0,6,0,1,0,0,0,3,0,2,0.0
1,Christian Pulisic,10.0,us USA,"AM,RM,RW",22-247,90,0,0,0,1,1,0,2,1,0,0,0,0,3,2,3,40.0
2,Mason Mount,19.0,eng ENG,"AM,LM,LW",22-133,90,0,0,0,0,2,0,6,0,0,0,0,0,3,0,0,
3,Mateo Kovačić,17.0,hr CRO,"CM,DM",27-017,65,1,0,0,2,1,0,0,0,1,0,0,0,6,0,0,
4,Kai Havertz,29.0,de GER,CM,21-346,25,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,66.7
5,Jorginho,5.0,it ITA,CM,29-154,59,1,0,0,3,0,0,1,0,1,0,1,0,5,0,1,0.0
6,Hakim Ziyech,22.0,ma MAR,"CM,AM",28-065,31,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,
7,Ben Chilwell,21.0,eng ENG,"WB,LB",24-153,90,0,0,0,2,2,0,8,1,1,0,0,0,6,1,3,25.0
8,César Azpilicueta,28.0,es ESP,"WB,RB",31-268,88,0,1,0,1,2,1,6,2,1,0,0,0,5,1,1,50.0
9,Antonio Rüdiger,2.0,de GER,CB,28-081,90,0,0,0,0,1,0,0,1,0,0,0,0,9,1,2,33.3
10,Thiago Silva,6.0,br BRA,CB,36-243,90,0,0,0,0,2,0,1,4,1,0,0,0,6,3,6,33.3
11,Reece James,24.0,eng ENG,"CB,DM",21-166,90,0,0,0,0,0,0,6,0,2,0,0,0,9,2,1,66.7
12,Edouard Mendy,16.0,sn SEN,GK,29-083,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,Kepa Arrizabalaga,1.0,es ESP,GK,26-232,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,988,4,1,0,12,11,2,40,9,8,0,1,0,59,12,20,37.5
