,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Ivan Toney,17.0,eng ENG,FW,25-201,90,0,0,0,0,1,1,0,0,30,1,0,0,0.1,0.1,0.3,5,0,12,20,60.0,3,20,1,1,0
1,Bryan Mbeumo,19.0,cm CMR,FW,22-057,81,1,0,0,0,4,1,0,0,34,0,1,1,0.7,0.7,0.0,3,0,13,21,61.9,1,23,2,1,1
2,Yoane Wissa,11.0,cd COD,FW,25-030,9,1,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0.0,1,0,2,2,100.0,0,2,0,0,0
3,Frank Onyeka,15.0,ng NGA,CM,23-275,80,0,0,0,0,0,0,0,0,26,1,3,1,0.0,0.0,0.0,1,0,14,17,82.4,4,12,0,2,0
4,Mads Bidstrup,28.0,dk DEN,CM,20-220,10,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0
5,Christian Nørgaard,6.0,dk DEN,CM,27-207,90,0,0,0,0,0,0,1,0,49,0,2,3,0.0,0.0,0.0,0,0,26,38,68.4,7,16,1,1,1
6,Shandon Baptiste,26.0,gd GRN,CM,23-178,28,0,0,0,0,2,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,6,10,60.0,1,8,0,1,0
7,Mathias Jensen,8.0,dk DEN,CM,25-275,62,0,0,0,0,1,0,0,0,37,2,0,1,0.0,0.0,0.1,2,0,16,25,64.0,1,17,1,1,1
8,Rico Henry,3.0,eng ENG,WB,24-087,90,0,0,0,0,0,0,0,0,41,0,1,2,0.0,0.0,0.1,5,0,19,30,63.3,3,20,1,1,1
9,Sergi Canós,7.0,es ESP,WB,24-243,90,0,0,0,0,2,1,1,0,34,0,0,1,0.3,0.3,0.0,1,1,13,23,56.5,4,15,2,3,1
10,Ethan Pinnock,5.0,jm JAM,CB,28-127,90,0,0,0,0,1,1,0,0,49,0,1,2,0.0,0.0,0.1,1,0,27,37,73.0,5,12,0,0,0
11,Pontus Jansson,18.0,se SWE,CB,30-232,90,0,0,0,0,1,1,0,0,34,0,1,0,0.1,0.1,0.0,1,1,16,26,61.5,0,13,0,0,0
12,Mathias Jørgensen,22.0,dk DEN,CB,31-163,90,0,0,0,0,0,0,1,0,44,1,1,3,0.0,0.0,0.0,0,0,19,35,54.3,2,16,0,1,0
13,David Raya,1.0,es ESP,GK,26-018,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,20,42,47.6,0,22,0,0,0
14,14 Players,,,,,990,2,0,0,0,13,6,3,0,445,5,10,14,1.4,1.4,0.6,21,2,205,329,62.3,31,197,8,12,5
