,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ademola Lookman,19.0,ng NGA,"LW,FW",23-135,90,52,0,3,21,29,8,52,5,4,80.0,1,20.0,30,143,51,1,1,2,6,2,34,11
1,Josh Maja,27.0,ng NGA,"FW,RW",22-067,90,21,0,0,14,7,3,21,1,1,100.0,0,0.0,16,43,6,0,0,1,3,2,20,2
2,Ruben Loftus-Cheek,15.0,eng ENG,LM,25-040,63,33,0,2,18,15,2,33,4,2,50.0,2,50.0,24,150,76,2,1,1,3,1,25,5
3,Andre-Frank Zambo Anguissa,29.0,cm CMR,"LM,RW",25-108,27,24,1,5,9,11,2,24,2,0,0.0,2,100.0,16,95,27,1,0,1,4,0,17,3
4,Harrison Reed,21.0,eng ENG,CM,26-036,90,89,4,27,47,15,0,89,0,0,,0,,51,219,94,2,2,0,2,1,44,1
5,Mario Lemina,18.0,ga GAB,"RM,CM",27-184,90,51,1,4,32,16,2,51,2,1,50.0,1,50.0,39,291,113,1,3,0,3,2,37,5
6,Ivan Cavaleiro,17.0,pt POR,"RM,RW",27-137,70,29,0,3,12,14,2,29,1,0,0.0,1,100.0,19,116,26,1,0,0,0,0,19,3
7,Aleksandar Mitrović,9.0,rs SRB,FW,26-169,20,2,0,0,1,1,1,2,0,0,,0,,2,14,10,1,0,1,0,0,2,1
8,Antonee Robinson,33.0,us USA,LB,23-208,74,69,0,21,29,20,2,69,5,4,80.0,1,20.0,46,318,235,9,7,1,1,1,47,2
9,Joe Bryan,23.0,eng ENG,LB,27-168,16,20,0,8,9,3,0,20,0,0,,0,,10,23,10,0,0,0,0,0,12,2
10,Tosin Adarabioyo,16.0,eng ENG,CB,23-161,90,110,12,56,51,3,2,110,0,0,,0,,73,280,157,0,0,0,0,1,79,0
11,Joachim Andersen,5.0,dk DEN,CB,24-277,90,114,10,63,46,6,1,114,1,1,100.0,0,0.0,88,682,405,1,1,0,0,2,83,0
12,Ola Aina,34.0,ng NGA,RB,24-147,90,66,0,18,28,23,4,66,7,6,85.7,1,14.3,43,213,79,2,3,1,2,0,42,6
13,Alphonse Areola,1.0,fr FRA,GK,28-005,90,34,30,34,0,0,0,34,0,0,,0,,23,94,43,0,0,0,0,0,19,0
14,14 Players,,,,,990,714,58,244,317,163,29,714,28,19,67.9,9,32.1,480,2681,1332,21,18,8,24,12,480,41
