,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-14,12:30 ,Premier League,Matchweek 1,Sat,Away,L,1,5,Manchester Utd,0.5,1.5,51,"72,732",Liam Cooper,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/e62685d4/Manchester-United-Leeds-United-August-14-2021-Premier-League,
1,2021-08-21,15:00 ,Premier League,Matchweek 2,Sat,Home,D,2,2,Everton,1.2,1.8,69,"36,293",Liam Cooper,3-3-3-1,Darren England,https://fbref.com/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,
3,2021-08-29,14:00 ,Premier League,Matchweek 3,Sun,Away,D,1,1,Burnley,1.2,1.0,64,"20,000",Liam Cooper,3-3-3-1,Michael Oliver,https://fbref.com/en/matches/2e5db698/Burnley-Leeds-United-August-29-2021-Premier-League,
4,2021-09-12,16:30 ,Premier League,Matchweek 4,Sun,Home,L,0,3,Liverpool,1.2,4.3,44,"36,507",Liam Cooper,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/e6a245be/Leeds-United-Liverpool-September-12-2021-Premier-League,
5,2021-09-17,20:00 ,Premier League,Matchweek 5,Fri,Away,D,1,1,Newcastle Utd,1.5,1.3,65,"50,407",Liam Cooper,4-1-4-1,Mike Dean,https://fbref.com/en/matches/aad7d38a/Newcastle-United-Leeds-United-September-17-2021-Premier-League,
7,2021-09-25,15:00 ,Premier League,Matchweek 6,Sat,Home,L,1,2,West Ham,1.2,1.6,53,"36,417",Liam Cooper,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/6e228b2c/Leeds-United-West-Ham-United-September-25-2021-Premier-League,
8,2021-10-02,15:00 ,Premier League,Matchweek 7,Sat,Home,W,1,0,Watford,1.3,0.2,66,"36,261",Liam Cooper,4-1-4-1,Simon Hooper,https://fbref.com/en/matches/be9d8a45/Leeds-United-Watford-October-2-2021-Premier-League,
9,2021-10-16,15:00 ,Premier League,Matchweek 8,Sat,Away,L,0,1,Southampton,0.2,1.9,54,"30,506",Liam Cooper,3-3-3-1,David Coote,https://fbref.com/en/matches/8bde822c/Southampton-Leeds-United-October-16-2021-Premier-League,
10,2021-10-23,15:00 ,Premier League,Matchweek 9,Sat,Home,D,1,1,Wolves,1.6,0.9,62,"36,475",Liam Cooper,4-4-1-1,Robert Jones,https://fbref.com/en/matches/49b3afe3/Leeds-United-Wolverhampton-Wanderers-October-23-2021-Premier-League,
12,2021-10-31,14:00 ,Premier League,Matchweek 10,Sun,Away,W,2,1,Norwich City,0.7,0.8,52,"26,913",Liam Cooper,3-3-3-1,Anthony Taylor,https://fbref.com/en/matches/52daf8d4/Norwich-City-Leeds-United-October-31-2021-Premier-League,
13,2021-11-07,14:00 ,Premier League,Matchweek 11,Sun,Home,D,1,1,Leicester City,1.3,0.7,56,"36,478",Liam Cooper,4-2-3-1,Darren England,https://fbref.com/en/matches/8fd004c6/Leeds-United-Leicester-City-November-7-2021-Premier-League,
14,2021-11-21,16:30 ,Premier League,Matchweek 12,Sun,Away,L,1,2,Tottenham,1.4,2.1,57,"58,989",Liam Cooper,3-3-3-1,Andre Marriner,https://fbref.com/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,
15,2021-11-27,17:30 ,Premier League,Matchweek 13,Sat,Away,D,0,0,Brighton,0.6,2.1,43,"31,166",Liam Cooper,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/5d651cd7/Brighton-and-Hove-Albion-Leeds-United-November-27-2021-Premier-League,
16,2021-11-30,20:15 ,Premier League,Matchweek 14,Tue,Home,W,1,0,Crystal Palace,1.4,1.1,61,"35,558",Liam Cooper,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/b0ab4044/Leeds-United-Crystal-Palace-November-30-2021-Premier-League,
17,2021-12-05,14:00 ,Premier League,Matchweek 15,Sun,Home,D,2,2,Brentford,1.2,1.0,63,"35,639",Liam Cooper,3-4-3,David Coote,https://fbref.com/en/matches/175160b7/Leeds-United-Brentford-December-5-2021-Premier-League,
18,2021-12-11,15:00 ,Premier League,Matchweek 16,Sat,Away,L,2,3,Chelsea,1.4,2.5,43,"39,959",Luke Ayling,4-3-1-2,Chris Kavanagh,https://fbref.com/en/matches/6ad3036b/Chelsea-Leeds-United-December-11-2021-Premier-League,
19,2021-12-14,20:00 ,Premier League,Matchweek 17,Tue,Away,L,0,7,Manchester City,0.3,3.1,37,"52,401",Luke Ayling,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/5730a84c/Manchester-City-Leeds-United-December-14-2021-Premier-League,
20,2021-12-18,17:30 ,Premier League,Matchweek 18,Sat,Home,L,1,4,Arsenal,1.6,3.5,51,"36,166",Luke Ayling,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/53b542d8/Leeds-United-Arsenal-December-18-2021-Premier-League,
21,2022-01-02,14:00 ,Premier League,Matchweek 21,Sun,Home,W,3,1,Burnley,1.9,1.0,55,"36,083",Luke Ayling,3-4-3,Paul Tierney,https://fbref.com/en/matches/cff8022b/Leeds-United-Burnley-January-2-2022-Premier-League,
23,2022-01-16,14:00 ,Premier League,Matchweek 22,Sun,Away,W,3,2,West Ham,2.2,2.4,52,"59,951",Luke Ayling,4-1-4-1,Mike Dean,https://fbref.com/en/matches/62c16969/West-Ham-United-Leeds-United-January-16-2022-Premier-League,
24,2022-01-22,15:00 ,Premier League,Matchweek 23,Sat,Home,L,0,1,Newcastle Utd,0.7,0.9,62,"36,405",Luke Ayling,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/07df6328/Leeds-United-Newcastle-United-January-22-2022-Premier-League,
25,2022-02-09,20:00 ,Premier League,Matchweek 24,Wed,Away,D,3,3,Aston Villa,1.8,1.6,60,"41,927",Luke Ayling,4-2-3-1,Jarred Gillett,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League,
