,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Wilfried Zaha,11.0,ci CIV,FW,26-183,86,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
1,Bakary Sako,26.0,ml MLI,"LW,FW",31-016,4,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
2,Michy Batshuayi,23.0,be BEL,FW,25-222,88,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
3,Connor Wickham,21.0,eng ENG,FW,26-042,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Max Meyer,7.0,de GER,"LM,CM",23-236,90,4,2,2,2,0,2,3,66.7,1,1,0,1,1,5,1,0
5,Luka Milivojević,4.0,rs SRB,CM,28-035,90,2,2,1,0,1,2,3,66.7,1,0,0,0,2,4,0,0
6,James McArthur,18.0,sct SCO,CM,31-217,90,3,3,1,2,0,0,4,0.0,4,2,1,1,3,6,4,0
7,Andros Townsend,10.0,eng ENG,"RM,RW",27-300,89,1,0,1,0,0,1,3,33.3,2,2,0,2,3,4,0,0
8,Luke Dreher,28.0,eng ENG,RW,20-166,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
9,Patrick van Aanholt,3.0,nl NED,LB,28-256,90,2,1,2,0,0,1,4,25.0,3,1,0,1,1,3,2,0
10,Joel Ward,2.0,eng ENG,CB,29-195,90,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,6,0
11,Martin Kelly,34.0,eng ENG,CB,29-015,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,9,0
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,21-167,90,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,3,0
13,Vicente Guaita,31.0,es ESP,GK,32-122,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,16,10,9,5,2,8,20,40.0,12,8,2,6,13,29,26,0
