,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,28-014,90,0,0,0,,,,0,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",30-083,70,0,0,0,,,,0,0,,,,,,,0,,
2,Henri Lansbury,,eng ENG,MF,20-312,20,0,0,0,,,,1,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",22-157,79,0,0,0,,,,0,0,,,,,,,0,,
4,Nicklas Bendtner,,dk DEN,FW,23-216,11,0,0,0,,,,0,0,,,,,,,0,,
5,Samir Nasri,,fr FRA,"FW,MF",24-055,90,0,0,0,,,,0,0,,,,,,,0,,
6,Emmanuel Frimpong,,gh GHA,MF,19-222,69,0,0,0,,,,2,1,,,,,,,0,,
7,Aaron Ramsey,,wls WAL,MF,20-237,90,0,0,0,,,,0,0,,,,,,,1,,
8,Bacary Sagna,,fr FRA,DF,28-187,90,0,0,0,,,,0,0,,,,,,,0,,
9,Thomas Vermaelen,,be BEL,DF,25-279,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-344,14,0,0,0,,,,0,0,,,,,,,0,,
11,Ignasi Miquel,,es ESP,DF,18-326,76,0,0,0,,,,0,0,,,,,,,0,,
12,Carl Jenkinson,,eng ENG,DF,19-193,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,21-124,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,969,0,0,0,,,,3,1,,,,,,,1,,
