,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-20,,Premier League,Matchweek 1,Mon,Away,L,0,1,Everton,,"38,415",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/9c7acc4b/Everton-Manchester-United-August-20-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Home,W,3,2,Fulham,,"75,352",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/4c342877/Manchester-United-Fulham-August-25-2012-Premier-League,
2,2012-09-02,,Premier League,Matchweek 3,Sun,Away,W,3,2,Southampton,,"31,609",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/d80ac534/Southampton-Manchester-United-September-2-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Home,W,4,0,Wigan Athletic,,"75,142",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/9f9e9a4e/Manchester-United-Wigan-Athletic-September-15-2012-Premier-League,
5,2012-09-23,,Premier League,Matchweek 5,Sun,Away,W,2,1,Liverpool,,"44,263",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/5cd66df5/North-West-Derby-Liverpool-Manchester-United-September-23-2012-Premier-League,
6,2012-09-29,,Premier League,Matchweek 6,Sat,Home,L,2,3,Tottenham,,"75,566",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/ee03c480/Manchester-United-Tottenham-Hotspur-September-29-2012-Premier-League,
8,2012-10-07,,Premier League,Matchweek 7,Sun,Away,W,3,0,Newcastle Utd,,"52,203",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/9896766b/Newcastle-United-Manchester-United-October-7-2012-Premier-League,
9,2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,4,2,Stoke City,,"75,585",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/6d9a0430/Manchester-United-Stoke-City-October-20-2012-Premier-League,
11,2012-10-28,,Premier League,Matchweek 9,Sun,Away,W,3,2,Chelsea,,"41,644",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/5d99c433/Chelsea-Manchester-United-October-28-2012-Premier-League,
12,2012-11-03,,Premier League,Matchweek 10,Sat,Home,W,2,1,Arsenal,,"75,492",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/921a3ac3/Manchester-United-Arsenal-November-3-2012-Premier-League,
14,2012-11-10,,Premier League,Matchweek 11,Sat,Away,W,3,2,Aston Villa,,"40,538",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/99b25a90/Aston-Villa-Manchester-United-November-10-2012-Premier-League,
15,2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,0,1,Norwich City,,"26,840",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/0b8ef2e5/Norwich-City-Manchester-United-November-17-2012-Premier-League,
17,2012-11-24,,Premier League,Matchweek 13,Sat,Home,W,3,1,QPR,,"75,603",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/e12d9a2c/Manchester-United-Queens-Park-Rangers-November-24-2012-Premier-League,
18,2012-11-28,,Premier League,Matchweek 14,Wed,Home,W,1,0,West Ham,,"75,572",,4-1-2-1-2◆,Mike Jones,https://fbref.com/en/matches/7733a269/Manchester-United-West-Ham-United-November-28-2012-Premier-League,
19,2012-12-01,,Premier League,Matchweek 15,Sat,Away,W,4,3,Reading,,"24,095",,4-3-3,Mark Halsey,https://fbref.com/en/matches/dcbe2720/Reading-Manchester-United-December-1-2012-Premier-League,
21,2012-12-09,,Premier League,Matchweek 16,Sun,Away,W,3,2,Manchester City,,"47,166",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/51f9ca16/Manchester-Derby-Manchester-City-Manchester-United-December-9-2012-Premier-League,
22,2012-12-15,,Premier League,Matchweek 17,Sat,Home,W,3,1,Sunderland,,"75,582",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/39a3ba29/Manchester-United-Sunderland-December-15-2012-Premier-League,
23,2012-12-23,,Premier League,Matchweek 18,Sun,Away,D,1,1,Swansea City,,"20,650",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/3fdfd093/Swansea-City-Manchester-United-December-23-2012-Premier-League,
24,2012-12-26,,Premier League,Matchweek 19,Wed,Home,W,4,3,Newcastle Utd,,"75,596",,4-4-2,Mike Dean,https://fbref.com/en/matches/2a7e44c9/Manchester-United-Newcastle-United-December-26-2012-Premier-League,
25,2012-12-29,,Premier League,Matchweek 20,Sat,Home,W,2,0,West Brom,,"75,595",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/6183f47d/Manchester-United-West-Bromwich-Albion-December-29-2012-Premier-League,
26,2013-01-01,,Premier League,Matchweek 21,Tue,Away,W,4,0,Wigan Athletic,,"20,342",,4-4-2,Andre Marriner,https://fbref.com/en/matches/fe5833ec/Wigan-Athletic-Manchester-United-January-1-2013-Premier-League,
27,2013-01-13,,Premier League,Matchweek 22,Sun,Home,W,2,1,Liverpool,,"75,501",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/ed98e988/North-West-Derby-Manchester-United-Liverpool-January-13-2013-Premier-League,
28,2013-01-20,,Premier League,Matchweek 23,Sun,Away,D,1,1,Tottenham,,"35,956",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/5122be85/Tottenham-Hotspur-Manchester-United-January-20-2013-Premier-League,
29,2013-01-30,,Premier League,Matchweek 24,Wed,Home,W,2,1,Southampton,,"75,600",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/0a8e48ef/Manchester-United-Southampton-January-30-2013-Premier-League,
30,2013-02-02,,Premier League,Matchweek 25,Sat,Away,W,1,0,Fulham,,"25,670",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/460e22ad/Fulham-Manchester-United-February-2-2013-Premier-League,
