,num,joueur
0,,Keith Andrews
1,,Liam Ridgewell
2,,Somen Tchoyi
3,,Shane Long
4,,Billy Jones
5,,Gareth McAuley
6,,Peter Odemwingie
7,,Paul Scharner
8,,Chris Brunt
9,,
10,,Luke Daniels
