,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Home,W,3,0,Liverpool,,"26,039",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/14bddc92/West-Bromwich-Albion-Liverpool-August-18-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Away,D,1,1,Tottenham,,"36,166",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/aaaaf560/Tottenham-Hotspur-West-Bromwich-Albion-August-25-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Home,W,2,0,Everton,,"25,383",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/c090403c/West-Bromwich-Albion-Everton-September-1-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Away,L,0,3,Fulham,,"25,691",,4-2-3-1,Roger East,https://fbref.com/en/matches/0b68caed/Fulham-West-Bromwich-Albion-September-15-2012-Premier-League,
4,2012-09-22,,Premier League,Matchweek 5,Sat,Home,W,1,0,Reading,,"23,854",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/e33b7155/West-Bromwich-Albion-Reading-September-22-2012-Premier-League,
5,2012-09-30,,Premier League,Matchweek 6,Sun,Away,D,1,1,Aston Villa,,"34,489",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/c25b5c49/Aston-Villa-West-Bromwich-Albion-September-30-2012-Premier-League,
6,2012-10-06,,Premier League,Matchweek 7,Sat,Home,W,3,2,QPR,,"23,987",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/4b3777c0/West-Bromwich-Albion-Queens-Park-Rangers-October-6-2012-Premier-League,
7,2012-10-20,,Premier League,Matchweek 8,Sat,Home,L,1,2,Manchester City,,"24,891",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/a09d221a/West-Bromwich-Albion-Manchester-City-October-20-2012-Premier-League,
8,2012-10-28,,Premier League,Matchweek 9,Sun,Away,L,1,2,Newcastle Utd,,"49,731",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/0acf7b2f/Newcastle-United-West-Bromwich-Albion-October-28-2012-Premier-League,
9,2012-11-05,,Premier League,Matchweek 10,Mon,Home,W,2,0,Southampton,,"25,635",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/6d63aef2/West-Bromwich-Albion-Southampton-November-5-2012-Premier-League,
10,2012-11-10,,Premier League,Matchweek 11,Sat,Away,W,2,1,Wigan Athletic,,"17,812",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/41bfbf12/Wigan-Athletic-West-Bromwich-Albion-November-10-2012-Premier-League,
11,2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,2,1,Chelsea,,"25,933",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/6037d9e7/West-Bromwich-Albion-Chelsea-November-17-2012-Premier-League,
12,2012-11-24,,Premier League,Matchweek 13,Sat,Away,W,4,2,Sunderland,,"36,390",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/718f3a01/Sunderland-West-Bromwich-Albion-November-24-2012-Premier-League,
13,2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,1,3,Swansea City,,"20,377",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/13d46def/Swansea-City-West-Bromwich-Albion-November-28-2012-Premier-League,
14,2012-12-01,,Premier League,Matchweek 15,Sat,Home,L,0,1,Stoke City,,"24,739",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/1cb9a815/West-Bromwich-Albion-Stoke-City-December-1-2012-Premier-League,
15,2012-12-08,,Premier League,Matchweek 16,Sat,Away,L,0,2,Arsenal,,"60,083",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/0652e8cb/Arsenal-West-Bromwich-Albion-December-8-2012-Premier-League,
16,2012-12-16,,Premier League,Matchweek 17,Sun,Home,D,0,0,West Ham,,"24,816",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/8c782b1d/West-Bromwich-Albion-West-Ham-United-December-16-2012-Premier-League,
17,2012-12-22,,Premier League,Matchweek 18,Sat,Home,W,2,1,Norwich City,,"25,799",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/32c2ff27/West-Bromwich-Albion-Norwich-City-December-22-2012-Premier-League,
18,2012-12-26,,Premier League,Matchweek 19,Wed,Away,W,2,1,QPR,,"17,782",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/879d853c/Queens-Park-Rangers-West-Bromwich-Albion-December-26-2012-Premier-League,
19,2012-12-29,,Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester Utd,,"75,595",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/6183f47d/Manchester-United-West-Bromwich-Albion-December-29-2012-Premier-League,
20,2013-01-01,,Premier League,Matchweek 21,Tue,Home,L,1,2,Fulham,,"25,436",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c2bd677d/West-Bromwich-Albion-Fulham-January-1-2013-Premier-League,
21,2013-01-12,,Premier League,Matchweek 22,Sat,Away,L,2,3,Reading,,"23,495",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/dc8f53ef/Reading-West-Bromwich-Albion-January-12-2013-Premier-League,
22,2013-01-19,,Premier League,Matchweek 23,Sat,Home,D,2,2,Aston Villa,,"25,583",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/c12472d3/West-Bromwich-Albion-Aston-Villa-January-19-2013-Premier-League,
23,2013-01-30,,Premier League,Matchweek 24,Wed,Away,L,1,2,Everton,,"31,376",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/32e5eee9/Everton-West-Bromwich-Albion-January-30-2013-Premier-League,
24,2013-02-03,,Premier League,Matchweek 25,Sun,Home,L,0,1,Tottenham,,"24,978",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/f1c81816/West-Bromwich-Albion-Tottenham-Hotspur-February-3-2013-Premier-League,
25,2013-02-11,,Premier League,Matchweek 26,Mon,Away,W,2,0,Liverpool,,"44,752",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/2f2b53e7/Liverpool-West-Bromwich-Albion-February-11-2013-Premier-League,
26,2013-02-23,,Premier League,Matchweek 27,Sat,Home,W,2,1,Sunderland,,"25,924",,4-4-2,Roger East,https://fbref.com/en/matches/65ec2a96/West-Bromwich-Albion-Sunderland-February-23-2013-Premier-League,
27,2013-03-02,,Premier League,Matchweek 28,Sat,Away,L,0,1,Chelsea,,"41,548",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/19d8943b/Chelsea-West-Bromwich-Albion-March-2-2013-Premier-League,
28,2013-03-09,,Premier League,Matchweek 29,Sat,Home,W,2,1,Swansea City,,"24,832",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/437b1c03/West-Bromwich-Albion-Swansea-City-March-9-2013-Premier-League,
29,2013-03-16,,Premier League,Matchweek 30,Sat,Away,D,0,0,Stoke City,,"26,317",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/688c129d/Stoke-City-West-Bromwich-Albion-March-16-2013-Premier-League,
30,2013-03-30,,Premier League,Matchweek 31,Sat,Away,L,1,3,West Ham,,"34,966",,4-4-2,Andre Marriner,https://fbref.com/en/matches/acd8fece/West-Ham-United-West-Bromwich-Albion-March-30-2013-Premier-League,
31,2013-04-06,,Premier League,Matchweek 32,Sat,Home,L,1,2,Arsenal,,"26,144",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/97c127be/West-Bromwich-Albion-Arsenal-April-6-2013-Premier-League,
32,2013-04-20,,Premier League,Matchweek 34,Sat,Home,D,1,1,Newcastle Utd,,"25,671",,4-4-2,Mike Jones,https://fbref.com/en/matches/f12941a6/West-Bromwich-Albion-Newcastle-United-April-20-2013-Premier-League,
33,2013-04-27,,Premier League,Matchweek 35,Sat,Away,W,3,0,Southampton,,"31,946",,4-2-3-1,Bobby Madley,https://fbref.com/en/matches/c9bb8aba/Southampton-West-Bromwich-Albion-April-27-2013-Premier-League,
34,2013-05-04,,Premier League,Matchweek 36,Sat,Home,L,2,3,Wigan Athletic,,"25,756",,4-3-3,Lee Probert,https://fbref.com/en/matches/66c6293b/West-Bromwich-Albion-Wigan-Athletic-May-4-2013-Premier-League,
35,2013-05-07,,Premier League,Matchweek 33,Tue,Away,L,0,1,Manchester City,,"46,158",,3-5-2,Phil Dowd,https://fbref.com/en/matches/166778ce/Manchester-City-West-Bromwich-Albion-May-7-2013-Premier-League,
36,2013-05-12,,Premier League,Matchweek 37,Sun,Away,L,0,4,Norwich City,,"26,837",,4-3-3,Howard Webb,https://fbref.com/en/matches/48332a5c/Norwich-City-West-Bromwich-Albion-May-12-2013-Premier-League,
37,2013-05-19,,Premier League,Matchweek 38,Sun,Home,D,5,5,Manchester Utd,,"26,438",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/2ae38953/West-Bromwich-Albion-Manchester-United-May-19-2013-Premier-League,
