,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Roberto Firmino,9.0,br BRA,FW,25-342,66,19,18,1,0,0,0,0,1,0,0,0,0,16,0,1
1,Dominic Solanke,29.0,eng ENG,FW,19-360,24,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0
2,Sadio Mané,19.0,sn SEN,LW,25-152,36,10,10,0,0,1,0,0,0,0,0,0,0,7,0,1
3,Mohamed Salah,11.0,eg EGY,"RW,RM",25-086,45,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
4,Alex Oxlade-Chamberlain,21.0,eng ENG,DM,24-025,45,11,10,0,0,0,0,1,0,0,0,0,0,9,1,1
5,Emre Can,23.0,de GER,"CB,LM,CM",23-240,90,44,44,0,0,1,0,0,0,0,0,0,0,35,0,1
6,Jordan Henderson,14.0,eng ENG,"DM,CM",27-084,90,56,55,1,1,0,1,2,0,0,0,0,0,42,0,3
7,Georginio Wijnaldum,5.0,nl NED,"RM,DM,LM",26-302,57,19,13,5,1,0,0,0,0,0,0,0,0,13,1,0
8,James Milner,7.0,eng ENG,DM,31-248,33,11,10,1,1,0,1,0,0,0,0,0,0,9,0,0
9,Alberto Moreno,18.0,es ESP,"WB,LB",25-066,90,41,35,6,1,0,0,3,3,2,2,0,0,33,0,0
10,Ragnar Klavan,17.0,ee EST,CB,31-314,90,40,38,2,2,0,0,0,0,0,0,0,0,33,0,0
11,Joël Matip,32.0,cm CMR,CB,26-032,90,36,36,0,0,1,0,0,0,0,0,0,0,29,0,0
12,Trent Alexander-Arnold,66.0,eng ENG,"WB,RB",18-337,90,56,40,16,2,0,0,3,13,1,1,0,0,38,0,2
13,Simon Mignolet,22.0,be BEL,GK,29-187,90,40,31,9,5,0,0,0,0,0,0,0,0,30,0,0
14,14 Players,,,,,936,407,362,43,13,3,2,9,17,3,3,0,0,312,2,9
