,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Dominic Calvert-Lewin,29.0,eng ENG,FW,21-285,66,0,0,0,3,1,0,1,0,0,0,0,0,2,7,8,46.7
1,Richarlison,30.0,br BRA,FW,21-230,24,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,33.3
2,Bernard,20.0,br BRA,AM,26-109,79,0,0,0,1,1,1,2,0,3,0,0,0,4,1,1,50.0
3,Tom Davies,26.0,eng ENG,"CM,AM",20-179,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Theo Walcott,11.0,eng ENG,AM,29-285,90,0,0,0,0,2,1,1,0,1,0,0,0,9,1,0,100.0
5,André Gomes,8.0,pt POR,CM,25-149,74,1,0,0,2,0,0,0,1,0,0,0,0,9,1,0,100.0
6,Idrissa Gana Gueye,17.0,sn SEN,CM,29-091,16,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,
7,Gylfi Sigurðsson,10.0,is ISL,"CM,AM",29-109,90,1,0,0,3,1,0,4,0,0,0,0,0,2,1,0,100.0
8,Lucas Digne,12.0,fr FRA,WB,25-159,90,0,0,0,1,1,0,8,3,0,0,0,0,5,2,1,66.7
9,Séamus Coleman,23.0,ie IRL,WB,30-076,90,0,0,0,1,1,0,3,0,0,0,0,0,4,2,6,25.0
10,Kurt Zouma,5.0,fr FRA,CB,24-060,90,0,0,0,1,1,0,0,0,1,0,0,0,6,10,3,76.9
11,Michael Keane,4.0,eng ENG,CB,25-349,90,0,0,0,1,0,0,0,1,0,0,0,0,3,11,3,78.6
12,Yerry Mina,13.0,co COL,CB,24-094,90,0,0,0,2,1,0,0,1,0,0,0,0,4,13,8,61.9
13,Jordan Pickford,1.0,eng ENG,GK,24-294,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,4,0,0,19,9,2,19,6,6,0,0,0,49,52,34,60.5
