,num,joueur
0,,Tim Krul
1,,Yohan Cabaye
2,,Steven Taylor
3,,Demba Ba
4,,Davide Santon
5,,Fabricio Coloccini
6,,Hatem Ben Arfa
7,,Papiss Cissé
8,,Danny Simpson
9,,Vurnon Anita
10,,Jonás Gutiérrez
