,num,joueur
0,,Wojciech Szczęsny
1,,Mathieu Flamini
2,,Mesut Özil
3,,Olivier Giroud
4,,Per Mertesacker
5,,Bacary Sagna
6,,Lukas Podolski
7,,Nacho Monreal
8,,Mikel Arteta
9,,Santi Cazorla
10,,Laurent Koscielny
