,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Marcus Rashford,10.0,eng ENG,"FW,LW,RM",25-156,90,27,32,84.4,387,25,13,16,81.3,8,8,100.0,2,2,100.0,0,0.2,0.1,4,0,1,0,1
1,Jadon Sancho,25.0,eng ENG,LW,23-011,70,33,41,80.5,307,49,25,27,92.6,3,5,60.0,0,3,0.0,0,0.1,0.0,1,1,1,0,2
2,Anthony Martial,9.0,fr FRA,FW,27-121,20,10,11,90.9,95,20,10,11,90.9,0,0,,0,0,,0,0.0,0.0,0,1,0,0,1
3,Antony,21.0,br BRA,RW,23-040,85,39,46,84.8,581,154,25,28,89.3,12,12,100.0,1,2,50.0,0,0.2,0.3,1,3,3,0,6
4,Victor Lindelöf,2.0,se SWE,CB,28-262,5,1,1,100.0,24,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,Marcel Sabitzer,15.0,at AUT,AM,29-019,70,20,31,64.5,243,82,9,15,60.0,6,8,75.0,1,2,50.0,1,0.2,0.2,1,3,0,0,3
6,Fred,17.0,br BRA,"AM,CM",30-031,20,15,19,78.9,162,54,11,11,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2
7,Bruno Fernandes,8.0,pt POR,"DM,LM",28-209,90,85,103,82.5,1576,553,37,40,92.5,32,39,82.1,14,20,70.0,0,0.2,0.2,3,9,1,0,10
8,Scott McTominay,39.0,sct SCO,"DM,CM",26-118,90,23,31,74.2,300,71,16,18,88.9,4,7,57.1,2,2,100.0,0,0.0,0.0,0,5,0,0,1
9,Luke Shaw,23.0,eng ENG,LB,27-267,36,43,51,84.3,664,173,24,28,85.7,18,19,94.7,1,4,25.0,0,0.0,0.0,0,9,0,0,4
10,Tyrell Malacia,12.0,nl NED,LB,23-231,54,38,39,97.4,568,132,22,22,100.0,9,10,90.0,3,3,100.0,0,0.1,0.0,2,1,1,0,1
11,Lisandro Martínez,6.0,ar ARG,CB,25-077,90,72,78,92.3,1316,508,28,31,90.3,35,35,100.0,7,10,70.0,0,0.0,0.0,0,6,0,0,6
12,Raphaël Varane,19.0,fr FRA,CB,29-345,90,47,53,88.7,921,204,11,14,78.6,31,32,96.9,4,5,80.0,0,0.0,0.0,1,4,0,0,4
13,Diogo Dalot,20.0,pt POR,RB,24-018,90,67,74,90.5,1286,296,28,28,100.0,30,34,88.2,9,11,81.8,0,0.0,0.0,1,7,2,0,9
14,David de Gea,1.0,es ESP,GK,32-149,90,24,41,58.5,822,682,0,0,,12,13,92.3,12,27,44.4,0,0.0,0.2,0,2,0,0,0
15,15 Players,,,,,990,544,651,83.6,9252,3003,259,289,89.6,204,227,89.9,56,92,60.9,1,1.0,1.2,14,51,9,0,50
