,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Gabriel Jesus,9.0,br BRA,FW,23-219,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
1,Raheem Sterling,7.0,eng ENG,LW,25-336,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Ferrán Torres,21.0,es ESP,RW,20-253,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Bernardo Silva,20.0,pt POR,RW,26-090,30,2,0,0,1,1,1,1,100.0,0,1,0,1,0,2,1,0
4,Kevin De Bruyne,17.0,be BEL,AM,29-133,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
5,İlkay Gündoğan,8.0,de GER,DM,30-015,90,2,1,1,1,0,1,1,100.0,0,2,2,0,0,2,1,0
6,Rodri,16.0,es ESP,DM,24-139,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,1
7,João Cancelo,27.0,pt POR,LB,26-165,90,4,3,1,3,0,1,2,50.0,1,1,1,0,2,6,2,0
8,Aymeric Laporte,14.0,es ESP,CB,26-165,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
9,Rúben Dias,3.0,pt POR,CB,23-178,90,3,1,3,0,0,0,1,0.0,1,1,0,1,1,4,4,0
10,Kyle Walker,2.0,eng ENG,RB,30-164,90,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,2,0
11,Ederson,31.0,br BRA,GK,27-083,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1
12,12 Players,,,,,990,12,5,6,5,1,4,12,33.3,8,10,3,7,5,17,20,2
