,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Richarlison,7.0,br BRA,FW,24-285,90,14,27,51.9,133,45,7,12,58.3,2,4,50.0,1,2,50.0,0,0.0,0.0,0,0,1,0,3
1,Dominic Calvert-Lewin,9.0,eng ENG,FW,24-340,90,18,28,64.3,164,39,14,21,66.7,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,0
2,Anthony Gordon,24.0,eng ENG,LM,20-360,74,13,25,52.0,167,51,6,11,54.5,3,9,33.3,1,1,100.0,0,0.0,0.0,1,0,0,0,0
3,Dele Alli,36.0,eng ENG,LM,25-314,16,8,13,61.5,96,24,4,6,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
4,Donny van de Beek,30.0,nl NED,CM,24-307,90,43,57,75.4,545,199,24,29,82.8,15,18,83.3,0,1,0.0,0,0.0,0.1,0,4,0,0,5
5,Allan,6.0,br BRA,CM,31-042,45,19,25,76.0,285,144,11,12,91.7,5,6,83.3,2,3,66.7,0,0.0,0.0,0,4,1,0,3
6,André Gomes,21.0,pt POR,CM,28-204,45,27,36,75.0,327,117,19,24,79.2,7,10,70.0,0,1,0.0,0,0.0,0.0,0,5,0,0,3
7,Alex Iwobi,17.0,ng NGA,RM,25-292,64,14,23,60.9,222,65,7,7,100.0,6,13,46.2,1,2,50.0,0,0.0,0.0,1,1,2,0,3
8,Andros Townsend,14.0,eng ENG,RM,30-218,26,9,10,90.0,117,10,7,7,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
9,Jonjoe Kenny,2.0,eng ENG,LB,24-341,90,39,51,76.5,599,269,17,17,100.0,18,23,78.3,2,4,50.0,0,0.0,0.1,1,6,1,0,3
10,Michael Keane,5.0,eng ENG,CB,29-039,90,26,32,81.3,395,102,13,16,81.3,8,10,80.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0
11,Mason Holgate,4.0,eng ENG,CB,25-120,90,19,31,61.3,556,232,4,9,44.4,6,8,75.0,9,13,69.2,0,0.0,0.0,0,3,0,0,1
12,Séamus Coleman,23.0,ie IRL,RB,33-131,90,31,42,73.8,543,274,16,18,88.9,12,17,70.6,3,4,75.0,0,0.0,0.1,0,1,2,0,6
13,Jordan Pickford,1.0,eng ENG,GK,27-349,90,24,43,55.8,1200,1094,1,1,100.0,2,2,100.0,21,40,52.5,0,0.0,0.0,1,7,0,0,0
14,14 Players,,,,,990,304,443,68.6,5349,2665,150,190,78.9,88,126,69.8,43,75,57.3,0,0.1,0.4,4,34,7,0,28
