,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jarrod Bowen,20.0,eng ENG,"FW,RW",25-006,90,12,24,50.0,199,60,6,7,85.7,5,8,62.5,1,8,12.5,1,0.3,0.2,2,0,0,0,0
1,Saïd Benrahma,22.0,dz ALG,LW,26-138,80,22,31,71.0,231,65,15,17,88.2,5,8,62.5,0,2,0.0,0,0.0,0.1,0,1,1,1,2
2,Andriy Yarmolenko,7.0,ua UKR,RW,32-064,10,7,10,70.0,123,25,5,6,83.3,1,2,50.0,1,2,50.0,0,0.1,0.1,1,1,0,0,1
3,Nikola Vlašić,11.0,hr CRO,RW,24-083,45,9,14,64.3,142,44,6,8,75.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0,2,2,0,2
4,Michail Antonio,9.0,jm JAM,"FW,LW",31-273,45,5,9,55.6,93,10,3,4,75.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1
5,Pablo Fornals,8.0,es ESP,AM,25-307,45,14,25,56.0,218,86,6,9,66.7,6,11,54.5,1,3,33.3,0,0.0,0.0,0,2,0,0,3
6,Manuel Lanzini,10.0,ar ARG,AM,28-314,45,47,54,87.0,846,269,21,21,100.0,20,22,90.9,6,10,60.0,0,0.3,0.2,4,5,1,0,8
7,Declan Rice,41.0,eng ENG,DM,22-346,90,71,81,87.7,1331,300,21,24,87.5,41,43,95.3,7,9,77.8,0,0.0,0.0,0,7,0,0,10
8,Tomáš Souček,28.0,cz CZE,DM,26-302,90,27,39,69.2,555,131,8,10,80.0,12,16,75.0,6,10,60.0,0,0.1,0.5,1,4,0,0,5
9,Arthur Masuaku,26.0,cd COD,LB,28-049,90,53,69,76.8,864,358,31,33,93.9,15,18,83.3,6,14,42.9,0,0.0,0.0,0,8,1,1,7
10,Issa Diop,23.0,fr FRA,CB,24-351,90,32,37,86.5,597,345,9,10,90.0,18,20,90.0,3,5,60.0,0,0.0,0.0,0,2,0,0,2
11,Craig Dawson,15.0,eng ENG,CB,31-234,90,42,52,80.8,1047,538,10,10,100.0,22,24,91.7,10,17,58.8,1,0.8,0.5,2,9,0,0,5
12,Vladimír Coufal,5.0,cz CZE,RB,29-126,90,35,52,67.3,680,165,12,15,80.0,18,23,78.3,5,11,45.5,0,0.0,0.1,0,2,2,1,2
13,Łukasz Fabiański,1.0,pl POL,GK,36-252,90,9,14,64.3,245,170,0,0,,6,6,100.0,3,8,37.5,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,385,511,75.3,7171,2566,153,174,87.9,172,207,83.1,51,102,50.0,2,1.6,1.8,10,43,7,3,48
