,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Christian Benteke,20.0,be BEL,FW,30-352,90,28,24,4,0,0,0,0,0,0,0,0,0,20,0,0
1,Wilfried Zaha,11.0,ci CIV,LW,29-010,90,39,39,0,0,0,0,1,0,0,0,0,0,30,0,2
2,Jordan Ayew,9.0,gh GHA,RW,30-070,57,35,35,0,0,1,0,5,0,0,0,0,0,27,0,1
3,Michael Olise,7.0,fr FRA,"RM,RW",19-343,33,24,21,3,1,1,0,3,1,1,1,0,0,18,0,0
4,Cheikhou Kouyaté,8.0,sn SEN,"LM,DM",31-334,90,52,51,1,1,0,0,0,0,0,0,0,0,42,0,0
5,Luka Milivojević,4.0,rs SRB,CM,30-227,86,54,46,8,3,0,0,5,0,5,0,4,0,49,0,0
6,Odsonne Édouard,22.0,fr FRA,AM,23-308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Conor Gallagher,23.0,eng ENG,RM,21-287,80,34,33,1,1,0,0,4,0,0,0,0,0,25,0,2
8,Jeffrey Schlupp,15.0,gh GHA,"DM,RW",28-332,10,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
9,Tyrick Mitchell,3.0,eng ENG,LB,22-080,90,46,36,10,1,0,0,1,9,0,0,0,0,32,0,1
10,Marc Guéhi,6.0,eng ENG,CB,21-130,90,48,47,1,1,0,0,0,0,0,0,0,0,40,0,0
11,Joachim Andersen,16.0,dk DEN,CB,25-173,90,69,66,3,3,1,1,0,0,0,0,0,0,54,0,1
12,Joel Ward,2.0,eng ENG,RB,32-022,90,69,57,12,1,0,0,0,11,0,0,0,0,60,0,0
13,Vicente Guaita,13.0,es ESP,GK,34-314,90,38,28,10,2,0,0,0,0,0,0,0,0,28,0,0
14,14 Players,,,,,990,538,485,53,14,3,1,20,21,6,1,4,0,426,0,7
