,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Gabriel Jesus,9.0,br BRA,FW,26-034,86,1,1,1,0,0,1,3,33.3,2,4,0,4,1,2,0,0
1,Eddie Nketiah,14.0,eng ENG,FW,23-342,4,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
2,Gabriel Martinelli,11.0,br BRA,LW,21-323,79,5,4,2,3,0,3,3,100.0,0,0,0,0,0,5,0,0
3,Leandro Trossard,19.0,be BEL,LW,28-154,11,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
4,Bukayo Saka,7.0,eng ENG,RW,21-244,86,6,4,1,1,4,2,4,50.0,2,0,0,0,0,6,0,0
5,Reiss Nelson,24.0,eng ENG,RW,23-148,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
6,Granit Xhaka,34.0,ch SUI,LM,30-222,90,2,2,1,1,0,0,0,,0,2,1,1,0,2,4,0
7,Jorginho,20.0,it ITA,CM,31-138,90,2,1,2,0,0,1,4,25.0,3,0,0,0,2,4,2,0
8,Martin Ødegaard,8.0,no NOR,RM,24-141,79,1,1,0,1,0,1,5,20.0,4,0,0,0,0,1,1,0
9,Thomas Partey,5.0,gh GHA,RM,29-328,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10,Oleksandr Zinchenko,35.0,ua UKR,LB,26-143,60,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
11,Kieran Tierney,3.0,sct SCO,LB,25-336,30,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0
12,Gabriel Dos Santos,6.0,br BRA,CB,25-139,90,1,1,1,0,0,0,0,,0,0,0,0,2,3,2,0
13,Jakub Kiwior,15.0,pl POL,CB,23-081,90,2,2,2,0,0,1,1,100.0,0,1,1,0,1,3,4,0
14,Ben White,4.0,eng ENG,RB,25-211,90,0,0,0,0,0,0,1,0.0,1,5,1,4,1,1,3,0
15,Aaron Ramsdale,1.0,eng ENG,GK,24-358,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
16,16 Players,,,,,990,23,18,12,6,5,10,22,45.5,12,14,3,11,8,31,24,0
