,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Away,W,3,1,Arsenal,,"60,003",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/fb2efe3f/Arsenal-Aston-Villa-August-17-2013-Premier-League,
1,2013-08-21,,Premier League,Matchweek 3,Wed,Away,L,1,2,Chelsea,,"41,527",,4-3-3,Kevin Friend,https://fbref.com/en/matches/4f77fdcb/Chelsea-Aston-Villa-August-21-2013-Premier-League,
2,2013-08-24,,Premier League,Matchweek 2,Sat,Home,L,0,1,Liverpool,,"42,098",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/f9d0b4fe/Aston-Villa-Liverpool-August-24-2013-Premier-League,
3,2013-09-14,,Premier League,Matchweek 4,Sat,Home,L,1,2,Newcastle Utd,,"37,554",,4-3-3,Mike Dean,https://fbref.com/en/matches/ffbef2e8/Aston-Villa-Newcastle-United-September-14-2013-Premier-League,
4,2013-09-21,,Premier League,Matchweek 5,Sat,Away,W,1,0,Norwich City,,"26,813",,4-4-2,Chris Foy,https://fbref.com/en/matches/99d9d5bd/Norwich-City-Aston-Villa-September-21-2013-Premier-League,
5,2013-09-28,,Premier League,Matchweek 6,Sat,Home,W,3,2,Manchester City,,"34,063",,3-5-2,Mike Jones,https://fbref.com/en/matches/16a81f8a/Aston-Villa-Manchester-City-September-28-2013-Premier-League,
6,2013-10-05,,Premier League,Matchweek 7,Sat,Away,D,0,0,Hull City,,"24,396",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/97e24cea/Hull-City-Aston-Villa-October-5-2013-Premier-League,
7,2013-10-20,,Premier League,Matchweek 8,Sun,Home,L,0,2,Tottenham,,"35,391",,4-3-3,Phil Dowd,https://fbref.com/en/matches/4879c13b/Aston-Villa-Tottenham-Hotspur-October-20-2013-Premier-League,
8,2013-10-26,,Premier League,Matchweek 9,Sat,Home,L,0,2,Everton,,"35,154",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/29d842e0/Aston-Villa-Everton-October-26-2013-Premier-League,
9,2013-11-02,,Premier League,Matchweek 10,Sat,Away,D,0,0,West Ham,,"34,977",,3-5-2,Howard Webb,https://fbref.com/en/matches/3cbcfdd2/West-Ham-United-Aston-Villa-November-2-2013-Premier-League,
10,2013-11-09,,Premier League,Matchweek 11,Sat,Home,W,2,0,Cardiff City,,"35,809",,4-1-2-1-2◆,Martin Atkinson,https://fbref.com/en/matches/b252c5f1/Aston-Villa-Cardiff-City-November-9-2013-Premier-League,
11,2013-11-25,,Premier League,Matchweek 12,Mon,Away,D,2,2,West Brom,,"24,902",,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/f710e697/West-Bromwich-Albion-Aston-Villa-November-25-2013-Premier-League,
12,2013-11-30,,Premier League,Matchweek 13,Sat,Home,D,0,0,Sunderland,,"33,036",,4-3-3,Neil Swarbrick,https://fbref.com/en/matches/fca386cf/Aston-Villa-Sunderland-November-30-2013-Premier-League,
13,2013-12-04,,Premier League,Matchweek 14,Wed,Away,W,3,2,Southampton,,"29,814",,5-3-2,Jon Moss,https://fbref.com/en/matches/6c11acac/Southampton-Aston-Villa-December-4-2013-Premier-League,
14,2013-12-08,,Premier League,Matchweek 15,Sun,Away,L,0,2,Fulham,,"22,288",,4-3-3,Mike Dean,https://fbref.com/en/matches/042082d7/Fulham-Aston-Villa-December-8-2013-Premier-League,
15,2013-12-15,,Premier League,Matchweek 16,Sun,Home,L,0,3,Manchester Utd,,"42,682",,4-3-3,Lee Mason,https://fbref.com/en/matches/711d3bce/Aston-Villa-Manchester-United-December-15-2013-Premier-League,
16,2013-12-21,,Premier League,Matchweek 17,Sat,Away,L,1,2,Stoke City,,"26,003",,4-4-2,Craig Pawson,https://fbref.com/en/matches/c56d6783/Stoke-City-Aston-Villa-December-21-2013-Premier-League,
17,2013-12-26,,Premier League,Matchweek 18,Thu,Home,L,0,1,Crystal Palace,,"37,752",,4-4-2,Howard Webb,https://fbref.com/en/matches/3582fb7f/Aston-Villa-Crystal-Palace-December-26-2013-Premier-League,
18,2013-12-28,,Premier League,Matchweek 19,Sat,Home,D,1,1,Swansea City,,"37,028",,4-4-2,Roger East,https://fbref.com/en/matches/24bd9967/Aston-Villa-Swansea-City-December-28-2013-Premier-League,
19,2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,1,0,Sunderland,,"39,757",,4-4-2,Mike Jones,https://fbref.com/en/matches/4a713838/Sunderland-Aston-Villa-January-1-2014-Premier-League,
20,2014-01-13,,Premier League,Matchweek 21,Mon,Home,L,1,2,Arsenal,,"36,097",,3-5-1-1,Neil Swarbrick,https://fbref.com/en/matches/ec9149ec/Aston-Villa-Arsenal-January-13-2014-Premier-League,
21,2014-01-18,,Premier League,Matchweek 22,Sat,Away,D,2,2,Liverpool,,"44,737",,4-3-3,Jon Moss,https://fbref.com/en/matches/1fd8f9f8/Liverpool-Aston-Villa-January-18-2014-Premier-League,
22,2014-01-29,,Premier League,Matchweek 23,Wed,Home,W,4,3,West Brom,,"36,083",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/a9a9c7b1/Aston-Villa-West-Bromwich-Albion-January-29-2014-Premier-League,
23,2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,1,2,Everton,,"39,469",,5-3-2,Bobby Madley,https://fbref.com/en/matches/74904056/Everton-Aston-Villa-February-1-2014-Premier-League,
24,2014-02-08,,Premier League,Matchweek 25,Sat,Home,L,0,2,West Ham,,"36,261",,4-3-3,Mike Dean,https://fbref.com/en/matches/6a7bc516/Aston-Villa-West-Ham-United-February-8-2014-Premier-League,
25,2014-02-11,,Premier League,Matchweek 26,Tue,Away,D,0,0,Cardiff City,,"27,597",,4-4-2,Chris Foy,https://fbref.com/en/matches/ee2bf112/Cardiff-City-Aston-Villa-February-11-2014-Premier-League,
26,2014-02-23,,Premier League,Matchweek 27,Sun,Away,L,0,1,Newcastle Utd,,"50,417",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/7701ce62/Newcastle-United-Aston-Villa-February-23-2014-Premier-League,
27,2014-03-02,,Premier League,Matchweek 28,Sun,Home,W,4,1,Norwich City,,"30,303",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/0e41fb2a/Aston-Villa-Norwich-City-March-2-2014-Premier-League,
28,2014-03-15,,Premier League,Matchweek 30,Sat,Home,W,1,0,Chelsea,,"40,084",,4-3-3,Chris Foy,https://fbref.com/en/matches/51c5b62a/Aston-Villa-Chelsea-March-15-2014-Premier-League,
29,2014-03-23,,Premier League,Matchweek 31,Sun,Home,L,1,4,Stoke City,,"30,292",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/8e43cacf/Aston-Villa-Stoke-City-March-23-2014-Premier-League,
30,2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,1,4,Manchester Utd,,"75,368",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/249bfc30/Manchester-United-Aston-Villa-March-29-2014-Premier-League,
31,2014-04-05,,Premier League,Matchweek 33,Sat,Home,L,1,2,Fulham,,"33,532",,4-3-3,Michael Oliver,https://fbref.com/en/matches/f6c5d763/Aston-Villa-Fulham-April-5-2014-Premier-League,
32,2014-04-12,,Premier League,Matchweek 34,Sat,Away,L,0,1,Crystal Palace,,"25,564",,3-5-2,Howard Webb,https://fbref.com/en/matches/caed3efd/Crystal-Palace-Aston-Villa-April-12-2014-Premier-League,
33,2014-04-19,,Premier League,Matchweek 35,Sat,Home,D,0,0,Southampton,,"35,134",,4-3-3,Lee Mason,https://fbref.com/en/matches/2fb0854b/Aston-Villa-Southampton-April-19-2014-Premier-League,
34,2014-04-26,,Premier League,Matchweek 36,Sat,Away,L,1,4,Swansea City,,"20,701",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/b7ae76f6/Swansea-City-Aston-Villa-April-26-2014-Premier-League,
35,2014-05-03,,Premier League,Matchweek 37,Sat,Home,W,3,1,Hull City,,"37,182",,4-4-2,Mike Dean,https://fbref.com/en/matches/0afa26f5/Aston-Villa-Hull-City-May-3-2014-Premier-League,
36,2014-05-07,,Premier League,Matchweek 29,Wed,Away,L,0,4,Manchester City,,"47,023",,5-3-2,Michael Oliver,https://fbref.com/en/matches/03e7c643/Manchester-City-Aston-Villa-May-7-2014-Premier-League,
37,2014-05-11,,Premier League,Matchweek 38,Sun,Away,L,0,3,Tottenham,,"35,826",,4-4-2,Jon Moss,https://fbref.com/en/matches/a296826e/Tottenham-Hotspur-Aston-Villa-May-11-2014-Premier-League,
