,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Laurent Depoitre,20.0,be BEL,FW,29-317,90,0,0,0,1,1,1,1,0,1,0,0,0,1,6,5,54.5
1,Alex Pritchard,21.0,eng ENG,"FW,CM",25-170,90,0,0,0,0,0,1,3,0,1,0,0,0,8,0,1,0.0
2,Philip Billing,8.0,dk DEN,DM,22-131,69,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,
3,Steve Mounié,24.0,bj BEN,FW,24-021,21,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3,40.0
4,Jonathan Hogg,6.0,eng ENG,"DM,CM",29-318,89,0,0,0,2,0,0,0,2,2,0,0,0,13,0,2,0.0
5,Adama Diakhaby,11.0,fr FRA,CM,22-107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6,Aaron Mooy,10.0,au AUS,"DM,CM",28-035,90,0,0,0,1,1,0,8,2,1,0,0,0,7,1,0,100.0
7,Erik Durm,37.0,de GER,WB,26-161,90,0,0,0,0,1,0,4,1,1,0,0,0,8,1,2,33.3
8,Florent Hadergjonaj,33.0,xk KVX,WB,24-081,68,0,0,0,1,0,0,5,0,0,0,0,0,7,0,0,
9,Isaac Mbenza,18.0,be BEL,WB,22-226,22,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,
10,Chris Löwe,15.0,de GER,CB,29-187,90,0,0,0,1,1,0,1,2,1,0,0,0,7,1,0,100.0
11,Christopher Schindler,26.0,de GER,CB,28-174,90,0,0,0,1,0,0,0,1,5,0,0,0,3,6,5,54.5
12,Mathias Jørgensen,25.0,dk DEN,CB,28-180,90,0,0,0,1,1,0,0,4,1,0,0,0,6,3,4,42.9
13,Jonas Lössl,1.0,dk DEN,GK,29-261,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0
14,14 Players,,,,,990,0,0,0,9,5,3,27,12,14,0,0,0,68,22,22,50.0
