,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Peter Crouch,25.0,eng ENG,FW,36-330,90,49,48,0,0,0,0,0,0,0,0,0,0,32,1,3
1,Eric Maxim Choupo-Moting,10.0,cm CMR,LW,28-278,90,28,28,0,0,0,1,1,0,0,0,0,0,21,0,1
2,Xherdan Shaqiri,22.0,ch SUI,RW,26-077,64,39,29,9,4,2,0,4,1,2,0,2,0,27,1,2
3,Mame Biram Diouf,18.0,sn SEN,RW,30-010,26,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
4,Joe Allen,4.0,wls WAL,AM,27-287,90,48,47,1,0,0,0,2,0,1,0,0,0,39,0,1
5,Geoff Cameron,20.0,us USA,"CB,DM",32-168,90,19,19,0,0,0,0,0,0,0,0,0,0,12,0,0
6,Darren Fletcher,24.0,sct SCO,DM,33-328,75,37,35,2,0,0,2,2,0,2,0,2,0,27,0,2
7,Charlie Adam,16.0,sct SCO,DM,32-016,15,8,8,0,0,0,0,2,0,0,0,0,0,4,0,1
8,Kevin Wimmer,5.0,at AUT,LB,25-041,90,34,25,9,1,0,0,0,8,0,0,0,0,29,0,0
9,Kurt Zouma,6.0,fr FRA,CB,23-060,90,27,27,0,0,0,0,0,0,0,0,0,0,20,0,0
10,Ryan Shawcross,17.0,eng ENG,CB,30-083,31,10,9,1,1,0,0,0,0,0,0,0,0,8,0,0
11,Ramadan Sobhi,32.0,eg EGY,DM,20-337,59,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1
12,Tom Edwards,42.0,eng ENG,RB,18-338,90,46,39,7,0,0,0,2,7,0,0,0,0,36,0,1
13,Jack Butland,1.0,eng ENG,GK,24-291,90,31,15,16,5,0,0,0,0,0,0,0,0,20,0,0
14,14 Players,,,,,990,403,356,45,11,2,3,13,16,5,0,4,0,297,2,12
