,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Sergio Agüero,10.0,ar ARG,FW,30-330,82,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,
1,John Stones,5.0,eng ENG,CM,24-335,8,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,100.0
2,Leroy Sané,19.0,de GER,LW,23-107,63,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0.0
3,Gabriel Jesus,33.0,br BRA,"LW,FW",22-025,27,0,0,0,0,1,1,0,1,0,0,0,0,5,0,3,0.0
4,Raheem Sterling,7.0,eng ENG,"RM,RW,LW",24-141,89,0,0,0,3,0,0,1,1,0,0,0,0,5,1,2,33.3
5,Nicolás Otamendi,30.0,ar ARG,CB,31-075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,David Silva,21.0,es ESP,LM,33-110,90,0,0,0,0,1,0,1,1,1,0,0,0,6,1,0,100.0
7,İlkay Gündoğan,8.0,de GER,"CM,RM",28-186,90,1,0,0,0,0,0,6,1,0,0,0,0,3,1,1,50.0
8,Bernardo Silva,20.0,pt POR,"RW,RM",24-261,90,0,0,0,0,0,0,5,0,1,0,0,0,5,4,1,80.0
9,Oleksandr Zinchenko,35.0,ua UKR,LB,22-134,90,0,0,0,0,0,1,5,2,2,0,0,0,5,2,3,40.0
10,Aymeric Laporte,14.0,es ESP,CB,24-336,90,0,0,0,0,1,0,0,3,3,0,0,0,4,5,0,100.0
11,Vincent Kompany,4.0,be BEL,CB,33-018,90,0,0,0,2,0,0,0,2,0,0,0,0,3,6,3,66.7
12,Kyle Walker,2.0,eng ENG,RB,28-335,90,0,0,0,0,1,0,4,0,0,0,0,0,7,2,1,66.7
13,Ederson,31.0,br BRA,GK,25-254,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,1,0,0,7,5,3,24,12,7,0,0,0,50,26,15,63.4
