,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Ollie Watkins,11.0,eng ENG,FW,25-332,90,16,24,66.7,216,35,10,13,76.9,5,7,71.4,0,1,0.0,0,0.1,0.0,1,2,1,0,3
1,Ashley Young,18.0,eng ENG,"LW,RW",36-141,84,19,24,79.2,239,71,14,16,87.5,1,2,50.0,2,4,50.0,1,0.1,0.1,1,1,0,0,0
2,Emi Buendía,10.0,ar ARG,LW,24-337,6,5,6,83.3,72,26,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
3,Leon Bailey,31.0,jm JAM,RW,24-110,76,19,22,86.4,365,74,7,9,77.8,9,10,90.0,3,3,100.0,0,0.1,0.0,2,1,0,0,4
4,Anwar El Ghazi,21.0,nl NED,LW,26-208,14,6,10,60.0,101,49,4,5,80.0,0,2,0.0,1,2,50.0,1,0.1,0.0,1,0,0,0,0
5,Jacob Ramsey,41.0,eng ENG,LM,20-183,66,25,31,80.6,384,131,12,14,85.7,13,13,100.0,0,0,,0,0.0,0.0,0,3,0,0,3
6,Douglas Luiz,6.0,br BRA,LM,23-202,24,9,14,64.3,113,40,7,8,87.5,2,5,40.0,0,0,,0,0.0,0.0,0,2,0,0,1
7,Marvelous Nakamba,19.0,zw ZIM,CM,27-312,90,33,38,86.8,461,208,20,23,87.0,12,13,92.3,1,2,50.0,0,0.0,0.0,1,3,1,0,2
8,John McGinn,7.0,sct SCO,RM,27-040,90,28,31,90.3,599,241,10,10,100.0,12,12,100.0,6,7,85.7,0,0.0,0.1,1,1,1,1,2
9,Matt Targett,3.0,eng ENG,LB,26-070,90,42,50,84.0,666,322,19,22,86.4,20,20,100.0,2,5,40.0,0,0.0,0.0,0,7,1,0,5
10,Tyrone Mings,5.0,eng ENG,CB,28-259,90,33,40,82.5,644,320,14,15,93.3,16,17,94.1,3,8,37.5,0,0.0,0.0,0,2,0,0,0
11,Ezri Konsa,4.0,eng ENG,CB,24-035,90,12,16,75.0,228,137,5,5,100.0,5,6,83.3,2,5,40.0,0,0.0,0.0,0,0,0,0,0
12,Matty Cash,2.0,pl POL,RB,24-112,90,22,32,68.8,437,212,8,9,88.9,8,13,61.5,4,8,50.0,0,0.0,0.0,0,2,0,0,3
13,Emiliano Martínez,1.0,ar ARG,GK,29-086,90,15,24,62.5,374,254,6,6,100.0,5,5,100.0,4,13,30.8,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,284,362,78.5,4899,2120,139,159,87.4,110,127,86.6,28,58,48.3,2,0.3,0.4,7,25,4,1,23
