,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
29,2016-01-02,15:00 ,Premier League,Matchweek 20,Sat,Home,W,2,1,Swansea City,55,"75,415",Wayne Rooney,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/361c2104/Manchester-United-Swansea-City-January-2-2016-Premier-League,
31,2016-01-12,19:45 ,Premier League,Matchweek 21,Tue,Away,D,3,3,Newcastle Utd,46,"49,673",Wayne Rooney,4-2-3-1,Mike Dean,https://fbref.com/en/matches/9935dde6/Newcastle-United-Manchester-United-January-12-2016-Premier-League,
32,2016-01-17,14:05 ,Premier League,Matchweek 22,Sun,Away,W,1,0,Liverpool,47,"43,865",Wayne Rooney,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/6ec8243f/North-West-Derby-Liverpool-Manchester-United-January-17-2016-Premier-League,
33,2016-01-23,15:00 ,Premier League,Matchweek 23,Sat,Home,L,0,1,Southampton,55,"75,408",Wayne Rooney,3-4-1-2,Mike Jones,https://fbref.com/en/matches/12035b2a/Manchester-United-Southampton-January-23-2016-Premier-League,
35,2016-02-02,20:00 ,Premier League,Matchweek 24,Tue,Home,W,3,0,Stoke City,47,"75,234",Wayne Rooney,4-2-3-1,Roger East,https://fbref.com/en/matches/90ad6691/Manchester-United-Stoke-City-February-2-2016-Premier-League,
36,2016-02-07,16:00 ,Premier League,Matchweek 25,Sun,Away,D,1,1,Chelsea,51,"41,434",Wayne Rooney,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/224c4314/Chelsea-Manchester-United-February-7-2016-Premier-League,
37,2016-02-13,12:45 ,Premier League,Matchweek 26,Sat,Away,L,1,2,Sunderland,66,"41,687",Wayne Rooney,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/cb8d1c8c/Sunderland-Manchester-United-February-13-2016-Premier-League,
41,2016-02-28,14:05 ,Premier League,Matchweek 27,Sun,Home,W,3,2,Arsenal,39,"75,329",Michael Carrick,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/5d8bf07d/Manchester-United-Arsenal-February-28-2016-Premier-League,
42,2016-03-02,20:00 ,Premier League,Matchweek 28,Wed,Home,W,1,0,Watford,61,"75,272",Juan Mata,4-2-3-1,Mike Jones,https://fbref.com/en/matches/7c548f2f/Manchester-United-Watford-March-2-2016-Premier-League,
43,2016-03-06,16:00 ,Premier League,Matchweek 29,Sun,Away,L,0,1,West Brom,53,"24,878",Michael Carrick,4-1-4-1,Mike Dean,https://fbref.com/en/matches/7816fbcb/West-Bromwich-Albion-Manchester-United-March-6-2016-Premier-League,
47,2016-03-20,16:00 ,Premier League,Matchweek 31,Sun,Away,W,1,0,Manchester City,46,"54,557",Michael Carrick,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/88726299/Manchester-Derby-Manchester-City-Manchester-United-March-20-2016-Premier-League,
48,2016-04-03,16:00 ,Premier League,Matchweek 32,Sun,Home,W,1,0,Everton,54,"75,341",Michael Carrick,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/68976304/Manchester-United-Everton-April-3-2016-Premier-League,
49,2016-04-10,16:00 ,Premier League,Matchweek 33,Sun,Away,L,0,3,Tottenham,53,"35,761",Michael Carrick,4-2-3-1,Mike Dean,https://fbref.com/en/matches/07515c37/Tottenham-Hotspur-Manchester-United-April-10-2016-Premier-League,
51,2016-04-16,15:00 ,Premier League,Matchweek 34,Sat,Home,W,1,0,Aston Villa,66,"75,411",Wayne Rooney,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/bce67b15/Manchester-United-Aston-Villa-April-16-2016-Premier-League,
52,2016-04-20,20:00 ,Premier League,Matchweek 30,Wed,Home,W,2,0,Crystal Palace,66,"75,277",Wayne Rooney,4-1-4-1,Lee Mason,https://fbref.com/en/matches/1a775ba7/Manchester-United-Crystal-Palace-April-20-2016-Premier-League,
54,2016-05-01,14:05 ,Premier League,Matchweek 36,Sun,Home,D,1,1,Leicester City,71,"75,275",Wayne Rooney,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/5e33e956/Manchester-United-Leicester-City-May-1-2016-Premier-League,
55,2016-05-07,12:45 ,Premier League,Matchweek 37,Sat,Away,W,1,0,Norwich City,67,"27,132",Wayne Rooney,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/3f6507ad/Norwich-City-Manchester-United-May-7-2016-Premier-League,
56,2016-05-10,20:30 ,Premier League,Matchweek 35,Tue,Away,L,2,3,West Ham,59,"34,602",Wayne Rooney,4-1-4-1,Mike Dean,https://fbref.com/en/matches/e0cd22b9/West-Ham-United-Manchester-United-May-10-2016-Premier-League,
57,2016-05-17,20:00 ,Premier League,Matchweek 38,Tue,Home,W,3,1,Bournemouth,66,"74,363",Wayne Rooney,4-1-4-1,Jonathan Moss,https://fbref.com/en/matches/3b007c71/Manchester-United-Bournemouth-May-17-2016-Premier-League,
