,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Andy Carroll,,eng ENG,FW,21-305,90,1,0,0,,,,0,0,,,,,,,0,,
1,Jonás Gutiérrez,,ar ARG,MF,27-125,90,0,0,0,,,,0,0,,,,,,,0,,
2,Joey Barton,,eng ENG,MF,28-066,90,0,1,0,,,,0,0,,,,,,,0,,
3,Kevin Nolan,,eng ENG,MF,28-136,90,0,0,0,,,,0,0,,,,,,,0,,
4,Shola Ameobi,,ng NGA,FW,29-026,81,0,0,0,,,,0,0,,,,,,,0,,
5,Nile Ranger,,eng ENG,FW,19-210,9,0,0,0,,,,0,0,,,,,,,0,,
6,Cheick Tioté,,ci CIV,MF,24-139,90,0,0,0,,,,1,0,,,,,,,0,,
7,José Enrique,,es ESP,DF,24-288,90,0,0,0,,,,0,0,,,,,,,0,,
8,Fabricio Coloccini,,ar ARG,"DF,MF",28-289,90,0,0,0,,,,0,0,,,,,,,0,,
9,Mike Williamson,,eng ENG,DF,26-364,90,0,0,0,,,,0,0,,,,,,,0,,
10,Danny Simpson,,eng ENG,DF,23-307,90,0,0,0,,,,0,0,,,,,,,0,,
11,Tim Krul,,nl NED,GK,22-218,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,1,0,,,,1,0,,,,,,,0,,
