,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-301,56,0,0,0,,,,0,0,,,,,,,0,,
1,Robin van Persie,,nl NED,FW,27-093,34,0,0,0,,,,0,0,,,,,,,0,,
2,Samir Nasri,,fr FRA,"FW,MF",23-134,55,0,0,0,,,,0,0,,,,,,,0,,
3,Andrey Arshavin,,ru RUS,"FW,MF",29-162,35,0,0,0,,,,0,0,,,,,,,0,,
4,Theo Walcott,,eng ENG,"FW,MF",21-236,90,0,0,0,,,,0,0,,,,,,,0,,
5,Cesc Fàbregas,,es ESP,"FW,MF",23-187,90,0,0,0,,,,1,0,,,,,,,0,,
6,Jack Wilshere,,eng ENG,MF,18-310,72,0,0,0,,,,0,0,,,,,,,0,,
7,Nicklas Bendtner,,dk DEN,FW,22-295,18,0,0,0,,,,0,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",23-059,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-104,90,0,0,0,,,,1,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-058,89,0,0,0,,,,0,1,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-088,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-266,90,0,0,0,,,,1,0,,,,,,,0,,
13,Łukasz Fabiański,,pl POL,GK,25-203,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,989,0,0,0,,,,3,1,,,,,,,0,,
