,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Michail Antonio,9.0,jm JAM,FW,31-328,90,0,0,0,0,2,0,4,1,1,0,0,0,4,4,3,57.1
1,Pablo Fornals,8.0,es ESP,LW,25-362,90,1,0,0,2,0,0,1,1,1,0,0,0,8,0,2,0.0
2,Jarrod Bowen,20.0,eng ENG,RW,25-061,90,1,0,0,0,2,0,5,0,0,0,0,0,2,2,0,100.0
3,Saïd Benrahma,22.0,dz ALG,AM,26-193,72,0,0,0,0,0,2,1,0,1,0,0,0,5,1,0,100.0
4,Nikola Vlašić,11.0,hr CRO,AM,24-138,18,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
5,Declan Rice,41.0,eng ENG,DM,23-036,90,0,0,0,0,0,0,1,0,3,0,0,0,8,2,1,66.7
6,Tomáš Souček,28.0,cz CZE,DM,26-357,90,0,0,0,0,1,0,0,2,1,0,0,0,3,5,7,41.7
7,Aaron Cresswell,3.0,eng ENG,LB,32-066,90,0,0,0,0,0,0,3,1,0,0,0,0,6,0,1,0.0
8,Kurt Zouma,4.0,fr FRA,CB,27-115,90,0,0,0,0,1,0,0,1,1,0,0,0,6,3,1,75.0
9,Craig Dawson,15.0,eng ENG,CB,31-289,90,0,0,0,0,0,0,0,1,0,0,0,0,5,3,2,60.0
10,Ryan Fredericks,24.0,eng ENG,RB,29-132,45,1,0,0,1,0,0,1,0,0,0,0,0,4,1,1,50.0
11,Ben Johnson,31.0,eng ENG,RB,22-026,45,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,100.0
12,Łukasz Fabiański,1.0,pl POL,GK,36-307,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
13,13 Players,,,,,990,3,0,0,3,7,2,19,7,8,0,0,0,55,25,18,58.1
