,num,joueur
0,,Aleksandar Tonev
1,,Nathan Baker
2,,Christian Benteke
3,,Libor Kozák
4,,Ashley Westwood
5,,Ron Vlaar
6,,Ciaran Clark
7,,Karim El Ahmadi
8,,Leandro Bacuna
9,,
10,,Jed Steer
