,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Eric Maxim Choupo-Moting,10.0,cm CMR,"FW,LW",28-184,90,0,0,0,0,1,0,4,0,0,0,0,0,1,2,2,50.0
1,Jesé,11.0,es ESP,LW,24-209,60,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0.0
2,Peter Crouch,25.0,eng ENG,"LW,FW",36-236,30,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,100.0
3,Xherdan Shaqiri,22.0,ch SUI,RW,25-348,90,1,0,0,1,0,0,14,1,1,0,0,0,4,0,1,0.0
4,Ramadan Sobhi,32.0,eg EGY,LM,20-243,90,0,0,0,0,3,0,1,3,1,0,0,0,5,0,0,
5,Darren Fletcher,24.0,sct SCO,"CM,CB",33-234,90,0,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0.0
6,Joe Allen,4.0,wls WAL,CM,27-193,90,0,0,0,2,2,0,1,1,2,0,0,0,7,1,1,50.0
7,Mame Biram Diouf,18.0,sn SEN,RM,29-281,90,0,0,0,1,1,0,7,1,1,0,0,0,2,2,3,40.0
8,Erik Pieters,3.0,nl NED,CB,29-047,90,0,0,0,0,1,0,0,3,1,0,0,0,7,0,0,
9,Bruno Martins Indi,15.0,nl NED,CB,25-227,75,0,0,0,0,2,0,0,1,2,0,0,0,6,0,1,0.0
10,Ibrahim Afellay,14.0,nl NED,"CM,CB",31-174,15,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
11,Glen Johnson,8.0,eng ENG,CB,33-031,90,0,0,0,0,2,0,0,1,1,0,0,0,10,0,0,
12,Jack Butland,1.0,eng ENG,GK,24-197,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
13,13 Players,,,,,990,2,0,0,5,13,0,27,13,12,0,0,0,54,7,11,38.9
