,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Obafemi Martins,,ng NGA,FW,26-107,74,0,0,0,,,,0,0,,,,,,,0,,
1,Cameron Jerome,,eng ENG,FW,24-182,16,0,0,0,,,,0,0,,,,,,,0,,
2,Nikola Žigić,,rs SRB,FW,30-140,90,1,0,0,,,,0,0,,,,,,,0,,
3,David Bentley,,eng ENG,MF,26-169,90,0,0,0,,,,0,0,,,,,,,0,,
4,Craig Gardner,,eng ENG,MF,24-079,90,0,0,0,,,,0,0,,,,,,,0,,
5,Barry Ferguson,,sct SCO,MF,33-010,90,0,0,0,,,,0,0,,,,,,,0,,
6,Sebastian Larsson,,se SWE,MF,25-251,90,0,0,0,,,,0,0,,,,,,,0,,
7,Liam Ridgewell,,eng ENG,DF,26-206,90,0,0,0,,,,0,0,,,,,,,0,,
8,Roger Johnson,,eng ENG,DF,27-290,90,0,0,0,,,,0,0,,,,,,,0,,
9,Martin Jiránek,,cz CZE,DF,31-263,90,0,0,0,,,,1,0,,,,,,,0,,
10,Stephen Carr,,ie IRL,DF,34-167,90,0,0,0,,,,0,0,,,,,,,0,,
11,Ben Foster,,eng ENG,GK,27-315,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,0,0,,,,1,0,,,,,,,0,,
