,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Neal Maupay,9.0,fr FRA,FW,25-109,90,20,17,3,1,1,0,1,0,0,0,0,0,15,0,1
1,Leandro Trossard,11.0,be BEL,"LW,AM",26-362,90,40,38,2,2,0,0,2,0,0,0,0,0,30,0,3
2,Jeremy Sarmiento,60.0,ec ECU,RW,19-168,12,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
3,Solly March,20.0,eng ENG,"RW,WB",27-134,78,52,47,5,1,0,2,4,3,1,0,1,0,37,0,5
4,Adam Lallana,14.0,eng ENG,AM,33-205,90,31,31,0,0,0,0,0,0,0,0,0,0,27,0,1
5,Yves Bissouma,8.0,ml MLI,"DM,CM",25-093,90,64,64,0,0,0,1,0,0,0,0,0,0,61,0,1
6,Jakub Moder,15.0,pl POL,"DM,CM",22-238,90,53,48,5,1,0,0,6,0,4,1,3,0,38,0,1
7,Marc Cucurella,3.0,es ESP,"LB,CB",23-132,90,59,53,6,1,0,0,4,5,0,0,0,0,49,0,0
8,Lewis Dunk,5.0,eng ENG,CB,30-010,90,78,76,2,2,0,1,0,0,0,0,0,0,74,0,0
9,Adam Webster,4.0,eng ENG,CB,26-331,35,31,31,0,0,0,0,0,0,0,0,0,0,26,0,0
10,Shane Duffy,24.0,ie IRL,CB,29-334,55,47,44,3,0,0,0,0,3,0,0,0,0,41,0,0
11,Joël Veltman,34.0,nl NED,RB,29-320,69,45,40,5,0,0,0,0,5,0,0,0,0,37,0,0
12,Tariq Lamptey,2.0,gh GHA,WB,21-062,21,14,12,2,0,0,0,1,2,0,0,0,0,11,0,1
13,Robert Sánchez,1.0,es ESP,GK,24-013,90,49,41,8,1,0,0,0,0,0,0,0,0,44,0,0
14,14 Players,,,,,990,586,545,41,9,1,4,18,18,5,1,4,0,492,0,13
