,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Louis Saha,,fr FRA,FW,32-006,72,0,0,0,,,,0,0,,,,,,,0,,
1,Diniyar Bilyaletdinov,,ru RUS,MF,25-168,18,0,0,0,,,,0,0,,,,,,,0,,
2,Steven Pienaar,,za RSA,MF,28-150,90,0,0,0,,,,0,0,,,,,,,0,,
3,Mikel Arteta,,es ESP,MF,28-141,90,0,0,0,,,,0,0,,,,,,,0,,
4,Tim Cahill,,au AUS,"FW,MF",30-251,90,0,0,0,,,,1,0,,,,,,,0,,
5,Leon Osman,,eng ENG,MF,29-089,58,0,0,0,,,,0,0,,,,,,,0,,
6,Jermaine Beckford,,jm JAM,FW,26-248,32,0,0,0,,,,0,0,,,,,,,0,,
7,Marouane Fellaini,,be BEL,MF,22-265,77,0,0,0,,,,0,0,,,,,,,0,,
8,Jack Rodwell,,eng ENG,"DF,MF",19-156,13,0,0,0,,,,0,0,,,,,,,0,,
9,Leighton Baines,,eng ENG,DF,25-246,90,0,0,0,,,,0,0,,,,,,,0,,
10,Sylvain Distin,,fr FRA,DF,32-241,90,0,0,0,,,,0,0,,,,,,,0,,
11,Phil Jagielka,,eng ENG,"DF,MF",27-362,90,0,0,0,,,,0,0,,,,,,,0,,
12,Phil Neville,,eng ENG,"DF,MF",33-205,90,0,0,0,,,,0,0,,,,,,,0,,
13,Tim Howard,,us USA,GK,31-161,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
