,num,joueur
0,,Wayne Hennessey
1,,Christophe Berra
2,,Adam Hammill
3,,Kevin Doyle
4,,Richard Stearman
5,,David Edwards
6,,Karl Henry
7,,Ronald Zubar
8,,George Elokobi
9,,Matthew Jarvis
10,,Jamie O'Hara
