,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Yoane Wissa,11.0,cd COD,FW,26-253,76,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,66.7
1,Josh Dasilva,10.0,eng ENG,RW,24-203,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2,Kevin Schade,9.0,de GER,"LW,FW",21-168,85,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,57.1
3,Saman Ghoddos,14.0,ir IRN,LW,29-250,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
4,Bryan Mbeumo,19.0,cm CMR,"RW,LW",23-280,90,0,0,0,0,0,0,6,1,2,0,0,0,6,0,3,0.0
5,Mathias Jensen,8.0,dk DEN,LM,27-133,69,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,
6,Frank Onyeka,15.0,ng NGA,LM,25-133,21,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,
7,Vitaly Janelt,27.0,de GER,CM,25-004,90,0,0,0,1,0,0,2,1,1,0,0,0,7,0,0,
8,Mikkel Damsgaard,24.0,dk DEN,RM,22-315,76,0,0,0,0,1,0,5,0,4,0,0,0,6,1,0,100.0
9,Shandon Baptiste,26.0,gd GRN,RM,25-036,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
10,Rico Henry,3.0,eng ENG,LB,25-310,90,0,0,0,0,0,0,3,0,1,0,0,0,7,2,0,100.0
11,Ben Mee,16.0,eng ENG,CB,33-235,90,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,33.3
12,Ethan Pinnock,5.0,jm JAM,CB,29-350,90,0,0,0,0,1,0,0,2,0,0,0,0,11,2,1,66.7
13,Aaron Hickey,2.0,sct SCO,RB,20-338,84,1,0,0,1,0,0,0,0,1,0,0,0,8,0,2,0.0
14,Mads Roerslev,30.0,dk DEN,RB,23-324,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
15,David Raya,1.0,es ESP,GK,27-241,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
16,16 Players,,,,,990,1,0,0,5,3,3,22,5,11,0,0,0,66,18,19,48.6
