,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
16,2017-11-05,14:15 ,Premier League,Matchweek 11,Sun,Home,W,3,1,Arsenal,1.8,0.3,57,"54,286",David Silva,4-3-3,Michael Oliver,https://fbref.com/en/matches/03da14dd/Manchester-City-Arsenal-November-5-2017-Premier-League,
17,2017-11-18,15:00 ,Premier League,Matchweek 12,Sat,Away,W,2,0,Leicester City,1.9,0.2,73,"31,908",Vincent Kompany,4-3-3,Graham Scott,https://fbref.com/en/matches/fd125d0b/Leicester-City-Manchester-City-November-18-2017-Premier-League,
19,2017-11-26,16:00 ,Premier League,Matchweek 13,Sun,Away,W,2,1,Huddersfield,2.6,0.6,78,"24,121",Vincent Kompany,4-3-3,Craig Pawson,https://fbref.com/en/matches/c150919a/Huddersfield-Town-Manchester-City-November-26-2017-Premier-League,
20,2017-11-29,20:00 ,Premier League,Matchweek 14,Wed,Home,W,2,1,Southampton,1.4,1.3,74,"53,407",Vincent Kompany,4-3-3,Paul Tierney,https://fbref.com/en/matches/cb554100/Manchester-City-Southampton-November-29-2017-Premier-League,
21,2017-12-03,16:00 ,Premier League,Matchweek 15,Sun,Home,W,2,1,West Ham,2.3,0.6,76,"54,203",David Silva,4-3-3,Mike Dean,https://fbref.com/en/matches/7c65617e/Manchester-City-West-Ham-United-December-3-2017-Premier-League,
23,2017-12-10,16:30 ,Premier League,Matchweek 16,Sun,Away,W,2,1,Manchester Utd,1.7,1.4,64,"74,847",Vincent Kompany,4-3-3,Michael Oliver,https://fbref.com/en/matches/52419e39/Manchester-Derby-Manchester-United-Manchester-City-December-10-2017-Premier-League,
24,2017-12-13,19:45 ,Premier League,Matchweek 17,Wed,Away,W,4,0,Swansea City,2.7,0.6,78,"20,870",David Silva,4-3-3,Anthony Taylor,https://fbref.com/en/matches/f7ddcac0/Swansea-City-Manchester-City-December-13-2017-Premier-League,
25,2017-12-16,17:30 ,Premier League,Matchweek 18,Sat,Home,W,4,1,Tottenham,3.4,0.2,52,"54,214",Fernandinho,4-3-3,Craig Pawson,https://fbref.com/en/matches/6b423cc3/Manchester-City-Tottenham-Hotspur-December-16-2017-Premier-League,
27,2017-12-23,15:00 ,Premier League,Matchweek 19,Sat,Home,W,4,0,Bournemouth,1.5,0.4,78,"54,270",Vincent Kompany,4-3-3,Mike Jones,https://fbref.com/en/matches/8b61dc89/Manchester-City-Bournemouth-December-23-2017-Premier-League,
28,2017-12-27,19:45 ,Premier League,Matchweek 20,Wed,Away,W,1,0,Newcastle Utd,1.8,0.2,77,"52,311",Vincent Kompany,4-3-3,Andre Marriner,https://fbref.com/en/matches/31a533e7/Newcastle-United-Manchester-City-December-27-2017-Premier-League,
29,2017-12-31,12:00 ,Premier League,Matchweek 21,Sun,Away,D,0,0,Crystal Palace,1.3,1.3,74,"25,804",Fernandinho,4-3-3,Jonathan Moss,https://fbref.com/en/matches/b4453679/Crystal-Palace-Manchester-City-December-31-2017-Premier-League,
30,2018-01-02,20:00 ,Premier League,Matchweek 22,Tue,Home,W,3,1,Watford,2.1,1.0,76,"53,556",David Silva,4-3-3,Lee Mason,https://fbref.com/en/matches/1def0427/Manchester-City-Watford-January-2-2018-Premier-League,
33,2018-01-14,16:00 ,Premier League,Matchweek 23,Sun,Away,L,3,4,Liverpool,0.8,0.8,64,"53,285",Fernandinho,4-3-3,Andre Marriner,https://fbref.com/en/matches/481fc676/Liverpool-Manchester-City-January-14-2018-Premier-League,
34,2018-01-20,17:30 ,Premier League,Matchweek 24,Sat,Home,W,3,1,Newcastle Utd,2.1,1.0,80,"54,452",David Silva,4-3-3,Paul Tierney,https://fbref.com/en/matches/d2e55b6f/Manchester-City-Newcastle-United-January-20-2018-Premier-League,
37,2018-01-31,20:00 ,Premier League,Matchweek 25,Wed,Home,W,3,0,West Brom,2.3,0.2,73,"53,241",David Silva,4-3-3,Robert Madley,https://fbref.com/en/matches/c5500fbf/Manchester-City-West-Bromwich-Albion-January-31-2018-Premier-League,
38,2018-02-03,12:30 ,Premier League,Matchweek 26,Sat,Away,D,1,1,Burnley,1.8,0.9,70,"21,658",Vincent Kompany,4-3-3,Martin Atkinson,https://fbref.com/en/matches/a54e56e3/Burnley-Manchester-City-February-3-2018-Premier-League,
39,2018-02-10,17:30 ,Premier League,Matchweek 27,Sat,Home,W,5,1,Leicester City,2.5,0.1,70,"54,416",Fernandinho,4-3-3,Mike Jones,https://fbref.com/en/matches/f9585810/Manchester-City-Leicester-City-February-10-2018-Premier-League,
43,2018-03-01,19:45 ,Premier League,Matchweek 28,Thu,Away,W,3,0,Arsenal,1.5,1.3,54,"58,420",Vincent Kompany,4-3-3,Andre Marriner,https://fbref.com/en/matches/7a4e4ce6/Arsenal-Manchester-City-March-1-2018-Premier-League,
44,2018-03-04,16:00 ,Premier League,Matchweek 29,Sun,Home,W,1,0,Chelsea,0.9,0.1,71,"54,328",David Silva,4-3-3,Michael Oliver,https://fbref.com/en/matches/dc8c6aaf/Manchester-City-Chelsea-March-4-2018-Premier-League,
46,2018-03-12,20:00 ,Premier League,Matchweek 30,Mon,Away,W,2,0,Stoke City,1.6,0.4,76,"29,138",Vincent Kompany,4-3-3,Jonathan Moss,https://fbref.com/en/matches/09d80d49/Stoke-City-Manchester-City-March-12-2018-Premier-League,
47,2018-03-31,17:30 ,Premier League,Matchweek 32,Sat,Away,W,3,1,Everton,1.5,0.9,81,"39,221",Vincent Kompany,3-5-2,Paul Tierney,https://fbref.com/en/matches/ca51e3ba/Everton-Manchester-City-March-31-2018-Premier-League,
49,2018-04-07,17:30 ,Premier League,Matchweek 33,Sat,Home,L,2,3,Manchester Utd,2.6,1.1,64,"54,259",Vincent Kompany,4-3-3,Martin Atkinson,https://fbref.com/en/matches/50a03a01/Manchester-Derby-Manchester-City-Manchester-United-April-7-2018-Premier-League,
51,2018-04-14,19:45 ,Premier League,Matchweek 34,Sat,Away,W,3,1,Tottenham,2.9,0.4,52,"80,811",Vincent Kompany,4-3-3,Jonathan Moss,https://fbref.com/en/matches/8fe8c64c/Tottenham-Hotspur-Manchester-City-April-14-2018-Premier-League,
52,2018-04-22,16:30 ,Premier League,Matchweek 35,Sun,Home,W,5,0,Swansea City,3.2,0.3,82,"54,387",Vincent Kompany,4-3-3,Craig Pawson,https://fbref.com/en/matches/8beedd1d/Manchester-City-Swansea-City-April-22-2018-Premier-League,
53,2018-04-29,14:15 ,Premier League,Matchweek 36,Sun,Away,W,4,1,West Ham,2.4,0.2,74,"56,904",Fernandinho,4-3-3,Niel Swarbrick,https://fbref.com/en/matches/fdabc4e9/West-Ham-United-Manchester-City-April-29-2018-Premier-League,
54,2018-05-06,13:30 ,Premier League,Matchweek 37,Sun,Home,D,0,0,Huddersfield,0.8,0.2,78,"54,350",David Silva,4-3-3,Mike Dean,https://fbref.com/en/matches/a71b21ec/Manchester-City-Huddersfield-Town-May-6-2018-Premier-League,
55,2018-05-09,20:00 ,Premier League,Matchweek 31,Wed,Home,W,3,1,Brighton,1.6,1.2,73,"54,013",Yaya Touré,4-3-3,Paul Tierney,https://fbref.com/en/matches/f2114fff/Manchester-City-Brighton-and-Hove-Albion-May-9-2018-Premier-League,
56,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Away,W,1,0,Southampton,0.8,0.5,69,"31,882",Fernandinho,4-3-3,Andre Marriner,https://fbref.com/en/matches/db4a1124/Southampton-Manchester-City-May-13-2018-Premier-League,
