,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Javier Hernández,17.0,mx MEX,FW,29-217,64,7,15,46.7,71,6,3,6,50.0,2,4,50.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0
1,André Ayew,20.0,gh GHA,FW,28-018,26,12,15,80.0,110,2,9,10,90.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
2,Manuel Lanzini,10.0,ar ARG,FW,24-323,84,21,27,77.8,217,39,15,16,93.8,4,7,57.1,0,2,0.0,1,0.0,0.0,1,1,2,0,3
3,Andy Carroll,9.0,eng ENG,FW,28-363,6,2,3,66.7,36,8,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
4,Pedro Obiang,14.0,gq EQG,DM,25-283,90,21,32,65.6,359,122,10,14,71.4,7,9,77.8,3,7,42.9,0,0.1,0.3,1,0,1,1,1
5,Mark Noble,16.0,eng ENG,DM,30-241,90,22,30,73.3,342,58,10,13,76.9,10,11,90.9,1,3,33.3,0,0.0,0.0,0,1,0,0,1
6,Cheikhou Kouyaté,8.0,sn SEN,DM,28-014,90,18,28,64.3,188,69,10,14,71.4,4,5,80.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2
7,Arthur Masuaku,26.0,cd COD,WB,24-058,90,25,36,69.4,336,190,18,19,94.7,4,7,57.1,2,7,28.6,0,0.4,0.0,1,1,1,0,1
8,Pablo Zabaleta,5.0,ar ARG,WB,32-353,90,25,40,62.5,371,234,13,15,86.7,12,15,80.0,0,7,0.0,0,0.0,0.0,0,2,0,0,4
9,Declan Rice,41.0,eng ENG,CB,18-355,90,19,28,67.9,282,189,12,12,100.0,5,7,71.4,1,8,12.5,0,0.0,0.0,0,1,0,0,0
10,Angelo Ogbonna,21.0,it ITA,CB,29-226,90,10,14,71.4,224,132,2,2,100.0,6,6,100.0,2,5,40.0,0,0.0,0.0,0,1,0,0,1
11,Winston Reid,2.0,nz NZL,CB,29-185,90,9,13,69.2,174,106,5,5,100.0,2,3,66.7,2,5,40.0,0,0.0,0.0,0,1,0,0,1
12,Adrián,13.0,es ESP,GK,31-001,90,10,34,29.4,574,543,0,0,,0,0,,10,33,30.3,0,0.0,0.0,0,1,0,0,0
13,13 Players,,,,,990,201,315,63.8,3284,1698,108,127,85.0,59,79,74.7,21,81,25.9,1,0.5,0.4,3,11,4,1,14
