,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Dominic Calvert-Lewin,29.0,eng ENG,FW,20-282,90,30,30,0,0,0,0,0,0,0,0,0,0,15,0,0
1,Gylfi Sigurðsson,18.0,is ISL,"LM,AM",28-106,90,30,27,3,1,0,0,3,0,2,1,1,0,21,0,1
2,Tom Davies,26.0,eng ENG,CM,19-176,45,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
3,Ashley Williams,5.0,wls WAL,"CB,CM",33-122,45,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
4,Idrissa Gana Gueye,17.0,sn SEN,CM,28-088,50,18,18,0,0,0,0,0,0,0,0,0,0,13,0,2
5,Beni Baningime,54.0,cd COD,CM,19-105,40,13,13,0,0,0,0,0,0,0,0,0,0,9,0,1
6,Aaron Lennon,12.0,eng ENG,RM,30-251,45,9,8,1,0,0,0,0,0,0,0,0,0,6,0,0
7,Sandro Ramírez,9.0,es ESP,"FW,RM",22-167,45,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
8,Morgan Schneiderlin,2.0,fr FRA,"DM,CM",28-045,90,46,45,0,0,0,0,0,0,0,0,0,0,33,1,0
9,Cuco Martina,15.0,cw CUW,"LB,WB",28-089,90,33,28,5,0,0,0,1,5,0,0,0,0,25,0,1
10,Michael Keane,4.0,eng ENG,CB,24-346,90,30,30,0,0,0,0,0,0,0,0,0,0,24,0,0
11,Phil Jagielka,6.0,eng ENG,CB,35-128,90,36,36,0,0,0,0,1,0,0,0,0,0,28,0,0
12,Jonjoe Kenny,43.0,eng ENG,"RB,WB",20-283,90,39,31,7,0,0,0,4,7,0,0,0,0,28,1,1
13,Jordan Pickford,1.0,eng ENG,GK,23-291,90,41,24,17,7,0,0,0,0,0,0,0,0,24,0,0
14,14 Players,,,,,990,356,321,33,8,0,0,10,12,2,1,1,0,249,2,7
