,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Romelu Lukaku,9.0,be BEL,FW,28-363,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
1,Christian Pulisic,10.0,us USA,AM,23-235,77,1,0,1,0,0,0,1,0.0,1,1,0,1,1,2,0,0
2,Hakim Ziyech,22.0,ma MAR,AM,29-053,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Mason Mount,19.0,eng ENG,AM,23-121,90,3,0,0,3,0,0,2,0.0,2,0,0,0,1,4,0,0
4,Mateo Kovačić,8.0,hr CRO,CM,28-005,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Ruben Loftus-Cheek,12.0,eng ENG,CM,26-108,61,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
6,Jorginho,5.0,it ITA,CM,30-142,90,4,2,2,1,1,2,2,100.0,0,0,0,0,0,4,2,0
7,Marcos Alonso,3.0,es ESP,WB,31-134,90,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0
8,Reece James,24.0,eng ENG,WB,22-154,77,2,2,0,2,0,0,0,,0,2,0,2,2,4,1,0
9,César Azpilicueta,28.0,es ESP,WB,32-256,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
10,Antonio Rüdiger,2.0,de GER,CB,29-069,90,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,2,0
11,Andreas Christensen,4.0,dk DEN,CB,26-031,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
12,Trevoh Chalobah,14.0,eng ENG,CB,22-310,90,4,4,1,3,0,3,3,100.0,0,0,0,0,2,6,1,0
13,Edouard Mendy,16.0,sn SEN,GK,30-071,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,17,9,6,10,1,6,10,60.0,4,5,1,4,8,25,11,0
