,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Armando Broja,18.0,al ALB,FW,21-063,72,10,11,90.9,173,6,5,6,83.3,4,4,100.0,1,1,100.0,0,0.1,0.0,1,0,1,0,1
1,Kai Havertz,29.0,de GER,FW,23-154,18,5,6,83.3,88,18,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
2,Mason Mount,19.0,eng ENG,AM,23-306,72,12,18,66.7,230,60,4,5,80.0,7,12,58.3,1,1,100.0,0,0.0,0.0,0,2,0,0,4
3,Hakim Ziyech,22.0,ma MAR,RW,29-238,18,10,15,66.7,262,50,3,3,100.0,4,6,66.7,3,4,75.0,0,0.0,0.0,1,1,0,0,3
4,Conor Gallagher,23.0,eng ENG,"AM,RM,WB",22-279,90,29,36,80.6,451,117,16,19,84.2,9,11,81.8,2,3,66.7,0,0.1,0.0,1,1,0,0,3
5,Mateo Kovačić,8.0,hr CRO,"CM,LM",28-190,90,37,47,78.7,572,163,21,24,87.5,13,16,81.3,2,4,50.0,0,0.0,0.0,0,7,0,0,7
6,Jorginho,5.0,it ITA,CM,30-327,90,44,52,84.6,538,167,27,28,96.4,14,19,73.7,0,2,0.0,0,0.0,0.0,0,0,0,0,1
7,Lewis Hall,67.0,eng ENG,"WB,LB",18-065,72,20,29,69.0,441,202,9,10,90.0,5,10,50.0,6,8,75.0,0,0.1,0.1,2,1,0,0,0
8,Marc Cucurella,32.0,es ESP,LB,24-113,18,16,20,80.0,212,52,11,11,100.0,5,6,83.3,0,0,,0,0.0,0.0,0,1,0,0,1
9,Ruben Loftus-Cheek,12.0,eng ENG,WB,26-293,6,2,2,100.0,41,16,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
10,Thiago Silva,6.0,br BRA,CB,38-051,84,66,70,94.3,1144,380,24,24,100.0,37,38,97.4,4,7,57.1,0,0.0,0.0,0,4,0,0,5
11,Kalidou Koulibaly,26.0,sn SEN,CB,31-145,90,46,60,76.7,753,362,24,24,100.0,16,22,72.7,4,12,33.3,0,0.0,0.0,0,5,0,0,3
12,Trevoh Chalobah,14.0,eng ENG,"CB,RB",23-130,90,58,62,93.5,1002,222,25,26,96.2,25,26,96.2,6,6,100.0,0,0.0,0.0,0,2,0,0,2
13,César Azpilicueta,28.0,es ESP,"WB,CB",33-076,45,22,27,81.5,416,106,8,9,88.9,12,14,85.7,2,3,66.7,0,0.0,0.0,0,1,0,0,1
14,Christian Pulisic,10.0,us USA,"AM,LW",24-055,45,11,14,78.6,138,63,9,10,90.0,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0
15,Edouard Mendy,16.0,sn SEN,GK,30-256,90,35,47,74.5,801,511,11,11,100.0,14,14,100.0,10,22,45.5,0,0.0,0.0,0,0,0,0,0
16,16 Players,,,,,990,423,516,82.0,7262,2495,200,214,93.5,170,205,82.9,42,74,56.8,0,0.3,0.3,5,26,1,0,33
