,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Hugo Rodallega,,co COL,FW,25-181,90,0,0,0,,,,0,0,,,,,,,0,,
1,Ronnie Stam,,nl NED,"DF,MF",26-218,45,0,0,0,,,,0,0,,,,,,,0,,
2,Franco Di Santo,,ar ARG,FW,21-290,45,0,0,0,,,,0,0,,,,,,,0,,
3,Ben Watson,,eng ENG,MF,25-197,90,0,0,0,,,,0,0,,,,,,,0,,
4,Mohamed Diamé,,sn SEN,MF,23-222,45,0,0,0,,,,0,0,,,,,,,0,,
5,James McArthur,,sct SCO,MF,23-107,45,0,0,0,,,,0,0,,,,,,,0,,
6,Charles N'Zogbia,,fr FRA,"DF,FW",24-239,77,0,0,0,,,,0,0,,,,,,,0,,
7,Emmerson Boyce,,bb BRB,DF,31-120,13,0,0,0,,,,0,0,,,,,,,0,,
8,Hendry Thomas,,hn HON,MF,25-333,90,0,0,0,,,,1,0,,,,,,,0,,
9,Maynor Figueroa,,hn HON,DF,27-265,90,0,0,0,,,,0,0,,,,,,,0,,
10,Steven Caldwell,,sct SCO,DF,30-132,90,0,0,0,,,,0,0,,,,,,,0,,
11,Gary Caldwell,,sct SCO,"DF,MF",28-285,69,0,0,0,,,,0,1,,,,,,,0,,
12,Steve Gohouri,,ci CIV,DF,29-348,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ali Al-Habsi,,om OMA,GK,29-023,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,969,0,0,0,,,,1,1,,,,,,,0,,
