,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-169,85,3,0,0,,,,0,0,,,,,,,0,,
1,Marouane Chamakh,,ma MAR,FW,27-012,5,0,0,0,,,,0,0,,,,,,,0,,
2,Samir Nasri,,fr FRA,"FW,MF",23-210,74,0,0,0,,,,0,0,,,,,,,0,,
3,Andrey Arshavin,,ru RUS,"FW,MF",29-238,16,0,0,0,,,,0,0,,,,,,,0,,
4,Theo Walcott,,eng ENG,"FW,MF",21-312,90,0,1,0,,,,0,0,,,,,,,0,,
5,Alexandre Song,,cm CMR,"DF,MF",23-135,90,0,1,0,,,,0,0,,,,,,,0,,
6,Cesc Fàbregas,,es ESP,"FW,MF",23-263,85,0,1,0,,,,0,0,,,,,,,0,,
7,Denílson,,br BRA,MF,22-340,5,0,0,0,,,,0,0,,,,,,,0,,
8,Jack Wilshere,,eng ENG,MF,19-021,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-180,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-134,90,0,0,0,,,,0,0,,,,,,,0,,
11,Johan Djourou,,ch SUI,DF,24-004,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-342,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,20-279,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,3,0,,,,0,0,,,,,,,0,,
