,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Odsonne Édouard,22.0,fr FRA,FW,23-333,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
1,Wilfried Zaha,11.0,ci CIV,"LW,LM",29-035,90,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0,0
2,Jordan Ayew,9.0,gh GHA,RW,30-095,74,4,2,2,2,0,0,0,,0,0,0,0,0,4,0,0
3,Michael Olise,7.0,fr FRA,"RM,RW",20-003,16,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,0,0
4,Cheikhou Kouyaté,8.0,sn SEN,LM,31-359,63,1,0,0,1,0,1,3,33.3,2,3,1,2,2,3,4,0
5,Christian Benteke,20.0,be BEL,"LM,FW",31-012,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
6,Will Hughes,12.0,eng ENG,CM,26-242,90,3,1,3,0,0,0,0,,0,0,0,0,2,5,1,0
7,Conor Gallagher,23.0,eng ENG,"RM,CM",21-312,90,2,0,0,2,0,1,2,50.0,1,0,0,0,1,3,1,0
8,Tyrick Mitchell,3.0,eng ENG,LB,22-105,90,1,1,0,1,0,0,0,,0,3,0,3,1,2,2,0
9,Marc Guéhi,6.0,eng ENG,CB,21-155,90,2,1,1,0,1,0,0,,0,0,0,0,2,4,3,0
10,James Tomkins,5.0,eng ENG,CB,32-261,80,2,1,0,2,0,1,2,50.0,1,3,3,0,1,3,8,0
11,Joachim Andersen,16.0,dk DEN,CB,25-198,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12,Joel Ward,2.0,eng ENG,RB,32-047,90,2,1,2,0,0,1,2,50.0,1,1,0,1,1,3,6,0
13,Jack Butland,1.0,eng ENG,GK,28-280,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,20,10,11,8,1,4,11,36.4,7,12,4,8,10,30,32,0
