,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
29,2014-02-03,,Premier League,Matchweek 24,Mon,Away,W,1,0,Manchester City,,"47,364",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/6602e2ff/Manchester-City-Chelsea-February-3-2014-Premier-League,
30,2014-02-08,,Premier League,Matchweek 25,Sat,Home,W,3,0,Newcastle Utd,,"41,387",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/4c14fbe4/Chelsea-Newcastle-United-February-8-2014-Premier-League,
31,2014-02-11,,Premier League,Matchweek 26,Tue,Away,D,1,1,West Brom,,"24,327",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/cef0cbd9/West-Bromwich-Albion-Chelsea-February-11-2014-Premier-League,
32,2014-02-22,,Premier League,Matchweek 27,Sat,Home,W,1,0,Everton,,"41,580",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/9ff27751/Chelsea-Everton-February-22-2014-Premier-League,
34,2014-03-01,,Premier League,Matchweek 28,Sat,Away,W,3,1,Fulham,,"24,577",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/19c2173d/Fulham-Chelsea-March-1-2014-Premier-League,
35,2014-03-08,,Premier League,Matchweek 29,Sat,Home,W,4,0,Tottenham,,"41,598",,4-3-3,Michael Oliver,https://fbref.com/en/matches/1882cdc1/Chelsea-Tottenham-Hotspur-March-8-2014-Premier-League,
36,2014-03-15,,Premier League,Matchweek 30,Sat,Away,L,0,1,Aston Villa,,"40,084",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/51c5b62a/Aston-Villa-Chelsea-March-15-2014-Premier-League,
38,2014-03-22,,Premier League,Matchweek 31,Sat,Home,W,6,0,Arsenal,,"41,614",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/8f89ae06/North-West-London-Derby-Chelsea-Arsenal-March-22-2014-Premier-League,
39,2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,0,1,Crystal Palace,,"25,166",,4-3-3,Lee Mason,https://fbref.com/en/matches/0673c6d4/Crystal-Palace-Chelsea-March-29-2014-Premier-League,
41,2014-04-05,,Premier League,Matchweek 33,Sat,Home,W,3,0,Stoke City,,"41,168",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/b3c04b77/Chelsea-Stoke-City-April-5-2014-Premier-League,
43,2014-04-13,,Premier League,Matchweek 34,Sun,Away,W,1,0,Swansea City,,"20,761",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/da4923dd/Swansea-City-Chelsea-April-13-2014-Premier-League,
44,2014-04-19,,Premier League,Matchweek 35,Sat,Home,L,1,2,Sunderland,,"41,210",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/b3a68320/Chelsea-Sunderland-April-19-2014-Premier-League,
46,2014-04-27,,Premier League,Matchweek 36,Sun,Away,W,2,0,Liverpool,,"44,726",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/eb32d86c/Liverpool-Chelsea-April-27-2014-Premier-League,
48,2014-05-04,,Premier League,Matchweek 37,Sun,Home,D,0,0,Norwich City,,"41,602",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/0dce51af/Chelsea-Norwich-City-May-4-2014-Premier-League,
49,2014-05-11,,Premier League,Matchweek 38,Sun,Away,W,2,1,Cardiff City,,"27,716",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/67354461/Cardiff-City-Chelsea-May-11-2014-Premier-League,
