,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-13,,Premier League,Matchweek 1,Sat,Home,D,0,0,Arsenal,,"46,894",,4-4-2,Peter Walton,https://fbref.com/en/matches/e0a75cb8/Newcastle-United-Arsenal-August-13-2011-Premier-League,
1,2011-08-20,,Premier League,Matchweek 2,Sat,Away,W,1,0,Sunderland,,"47,751",,4-5-1,Howard Webb,https://fbref.com/en/matches/f6865bf1/Sunderland-Newcastle-United-August-20-2011-Premier-League,
2,2011-08-28,,Premier League,Matchweek 3,Sun,Home,W,2,1,Fulham,,"42,684",,4-4-2,Kevin Friend,https://fbref.com/en/matches/f2957176/Newcastle-United-Fulham-August-28-2011-Premier-League,
3,2011-09-12,,Premier League,Matchweek 4,Mon,Away,D,0,0,QPR,,"16,211",,4-4-2,Phil Dowd,https://fbref.com/en/matches/809325c2/Queens-Park-Rangers-Newcastle-United-September-12-2011-Premier-League,
4,2011-09-17,,Premier League,Matchweek 5,Sat,Away,D,1,1,Aston Villa,,"34,248",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/4d305a6b/Aston-Villa-Newcastle-United-September-17-2011-Premier-League,
5,2011-09-24,,Premier League,Matchweek 6,Sat,Home,W,3,1,Blackburn,,"46,236",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/ccec3295/Newcastle-United-Blackburn-Rovers-September-24-2011-Premier-League,
6,2011-10-01,,Premier League,Matchweek 7,Sat,Away,W,2,1,Wolves,,"26,561",,4-4-2,Mark Halsey,https://fbref.com/en/matches/348fe0a1/Wolverhampton-Wanderers-Newcastle-United-October-1-2011-Premier-League,
7,2011-10-16,,Premier League,Matchweek 8,Sun,Home,D,2,2,Tottenham,,"46,420",,4-4-2,Lee Probert,https://fbref.com/en/matches/03acf974/Newcastle-United-Tottenham-Hotspur-October-16-2011-Premier-League,
8,2011-10-22,,Premier League,Matchweek 9,Sat,Home,W,1,0,Wigan Athletic,,"48,321",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/87f91deb/Newcastle-United-Wigan-Athletic-October-22-2011-Premier-League,
9,2011-10-31,,Premier League,Matchweek 10,Mon,Away,W,3,1,Stoke City,,"26,564",,4-4-2,Mike Dean,https://fbref.com/en/matches/3920bf2a/Stoke-City-Newcastle-United-October-31-2011-Premier-League,
10,2011-11-05,,Premier League,Matchweek 11,Sat,Home,W,2,1,Everton,,"50,671",,4-4-2,Andre Marriner,https://fbref.com/en/matches/782e3134/Newcastle-United-Everton-November-5-2011-Premier-League,
11,2011-11-19,,Premier League,Matchweek 12,Sat,Away,L,1,3,Manchester City,,"47,408",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/f6d45a20/Manchester-City-Newcastle-United-November-19-2011-Premier-League,
12,2011-11-26,,Premier League,Matchweek 13,Sat,Away,D,1,1,Manchester Utd,,"75,594",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/4ce8a16b/Manchester-United-Newcastle-United-November-26-2011-Premier-League,
13,2011-12-03,,Premier League,Matchweek 14,Sat,Home,L,0,3,Chelsea,,"52,305",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/896e3e89/Newcastle-United-Chelsea-December-3-2011-Premier-League,
14,2011-12-10,,Premier League,Matchweek 15,Sat,Away,L,2,4,Norwich City,,"26,816",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/406163f7/Norwich-City-Newcastle-United-December-10-2011-Premier-League,
15,2011-12-17,,Premier League,Matchweek 16,Sat,Home,D,0,0,Swansea City,,"51,767",,4-4-2,Lee Mason,https://fbref.com/en/matches/7530b877/Newcastle-United-Swansea-City-December-17-2011-Premier-League,
16,2011-12-21,,Premier League,Matchweek 17,Wed,Home,L,2,3,West Brom,,"51,060",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/d38d953c/Newcastle-United-West-Bromwich-Albion-December-21-2011-Premier-League,
17,2011-12-26,,Premier League,Matchweek 18,Mon,Away,W,2,0,Bolton,,"26,080",,4-4-2,Peter Walton,https://fbref.com/en/matches/7a38bbdb/Bolton-Wanderers-Newcastle-United-December-26-2011-Premier-League,
18,2011-12-30,,Premier League,Matchweek 19,Fri,Away,L,1,3,Liverpool,,"44,372",,4-5-1,Lee Probert,https://fbref.com/en/matches/bb3d072e/Liverpool-Newcastle-United-December-30-2011-Premier-League,
19,2012-01-04,,Premier League,Matchweek 20,Wed,Home,W,3,0,Manchester Utd,,"52,299",,4-4-2,Howard Webb,https://fbref.com/en/matches/f5024d09/Newcastle-United-Manchester-United-January-4-2012-Premier-League,
20,2012-01-15,,Premier League,Matchweek 21,Sun,Home,W,1,0,QPR,,"49,865",,4-4-2,Chris Foy,https://fbref.com/en/matches/88916ec6/Newcastle-United-Queens-Park-Rangers-January-15-2012-Premier-League,
21,2012-01-21,,Premier League,Matchweek 22,Sat,Away,L,2,5,Fulham,,"25,692",,4-4-2,Lee Mason,https://fbref.com/en/matches/5f454ae9/Fulham-Newcastle-United-January-21-2012-Premier-League,
22,2012-02-01,,Premier League,Matchweek 23,Wed,Away,W,2,0,Blackburn,,"20,817",,4-4-2,Phil Dowd,https://fbref.com/en/matches/ef5367b7/Blackburn-Rovers-Newcastle-United-February-1-2012-Premier-League,
23,2012-02-05,,Premier League,Matchweek 24,Sun,Home,W,2,1,Aston Villa,,"48,569",,4-4-2,Mark Halsey,https://fbref.com/en/matches/2e054ca4/Newcastle-United-Aston-Villa-February-5-2012-Premier-League,
24,2012-02-11,,Premier League,Matchweek 25,Sat,Away,L,0,5,Tottenham,,"36,176",,4-4-2,Andre Marriner,https://fbref.com/en/matches/f88ee626/Tottenham-Hotspur-Newcastle-United-February-11-2012-Premier-League,
25,2012-02-25,,Premier League,Matchweek 26,Sat,Home,D,2,2,Wolves,,"52,287",,4-4-2,Peter Walton,https://fbref.com/en/matches/1b1149d1/Newcastle-United-Wolverhampton-Wanderers-February-25-2012-Premier-League,
26,2012-03-04,,Premier League,Matchweek 27,Sun,Home,D,1,1,Sunderland,,"52,388",,4-4-2,Mike Dean,https://fbref.com/en/matches/727df501/Newcastle-United-Sunderland-March-4-2012-Premier-League,
