,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Sergio Agüero,10.0,ar ARG,FW,29-272,81,35,35,0,0,0,0,0,0,0,0,0,0,28,0,1
1,Yaya Touré,42.0,ci CIV,"CM,FW",34-292,9,9,9,0,0,0,1,0,0,0,0,0,0,9,0,0
2,Leroy Sané,19.0,de GER,"LW,LM",22-049,90,36,36,0,0,0,0,0,0,0,0,0,0,34,0,1
3,Bernardo Silva,20.0,pt POR,"RW,RM",23-203,90,39,38,1,0,0,0,1,1,0,0,0,0,29,0,2
4,David Silva,21.0,es ESP,LM,32-052,86,58,56,2,2,1,0,1,0,0,0,0,0,46,0,0
5,Gabriel Jesus,33.0,br BRA,FW,20-332,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
6,İlkay Gündoğan,8.0,de GER,CM,27-128,90,73,72,1,1,0,0,0,0,0,0,0,0,67,0,0
7,Kevin De Bruyne,17.0,be BEL,"RM,FW",26-246,90,68,64,3,1,1,1,0,0,1,0,0,0,53,1,2
8,Danilo,3.0,br BRA,"LB,RB",26-229,90,69,56,13,0,0,1,0,13,0,0,0,0,62,0,2
9,Nicolás Otamendi,30.0,ar ARG,CB,30-017,90,78,76,2,2,0,3,0,0,0,0,0,0,67,0,1
10,Vincent Kompany,4.0,be BEL,CB,31-325,90,95,93,2,1,0,3,0,1,0,0,0,0,82,0,0
11,Kyle Walker,2.0,eng ENG,RB,27-277,71,64,52,12,3,0,0,1,9,0,0,0,0,52,0,3
12,Oleksandr Zinchenko,35.0,ua UKR,LB,21-076,19,30,28,2,0,0,0,0,2,0,0,0,0,27,0,2
13,Ederson,31.0,br BRA,GK,24-196,90,31,26,5,0,0,0,0,0,0,0,0,0,27,0,0
14,14 Players,,,,,990,687,643,43,10,2,9,3,26,1,0,0,0,584,1,14
