,num,joueur
0,25,Sergio Rico
1,3,Ryan Sessegnon
2,4,Denis Odoi
3,5,Calum Chambers
4,6,Kevin McDonald
5,9,Aleksandar Mitrović
6,10,Tom Cairney
7,12,Ryan Babel
8,13,Tim Ream
9,16,Håvard Nordtveit
10,23,Joe Bryan
