,num,joueur
0,,Darren Pratley
1,,David N'Gog
2,,Chris Eagles
3,,Paul Robinson
4,,Dedryck Boyata
5,,Gary Cahill
6,,Kevin Davies
7,,David Wheater
8,,Martin Petrov
9,,
10,,Ádám Bogdán
