,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Pierre-Emerick Aubameyang,14.0,ga GAB,"FW,AM",29-170,90,26,24,2,0,0,0,0,0,0,0,0,0,24,0,0
1,Alex Iwobi,17.0,ng NGA,AM,22-216,64,39,38,1,0,1,0,2,1,0,0,0,0,28,0,3
2,Alexandre Lacazette,9.0,fr FRA,FW,27-191,26,10,9,1,0,0,0,0,0,0,0,0,0,6,0,1
3,Aaron Ramsey,8.0,wls WAL,AM,27-344,45,33,33,0,0,0,0,1,0,0,0,0,0,26,0,0
4,Henrikh Mkhitaryan,7.0,am ARM,AM,29-318,45,36,34,2,1,0,0,2,0,1,0,1,0,25,0,0
5,Mattéo Guendouzi,29.0,fr FRA,CM,19-235,90,75,72,2,2,0,0,1,0,0,0,0,0,66,1,1
6,Lucas Torreira,11.0,uy URU,CM,22-297,90,65,61,3,1,0,0,2,0,2,1,0,1,57,1,1
7,Sead Kolašinac,31.0,ba BIH,WB,25-168,90,64,47,16,1,0,0,3,14,1,1,0,0,52,1,3
8,Héctor Bellerín,2.0,es ESP,WB,23-261,90,42,35,7,0,0,0,1,7,0,0,0,0,32,0,3
9,Rob Holding,16.0,eng ENG,CB,23-076,35,31,31,0,0,0,0,0,0,0,0,0,0,23,0,1
10,Stephan Lichtsteiner,12.0,ch SUI,CB,34-323,55,29,28,1,1,0,0,1,0,0,0,0,0,25,0,1
11,Sokratis Papastathopoulos,5.0,gr GRE,CB,30-179,90,57,54,3,3,0,2,0,0,0,0,0,0,52,0,0
12,Shkodran Mustafi,20.0,de GER,CB,26-232,90,44,42,2,2,0,0,0,0,0,0,0,0,32,0,1
13,Bernd Leno,19.0,de GER,GK,26-276,90,39,33,6,4,0,1,0,0,0,0,0,0,30,0,0
14,14 Players,,,,,990,590,541,46,15,1,3,13,22,4,2,1,1,478,3,15
