,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-152,90,0,0,0,,,,0,0,,,,,,,0,,
1,Samir Nasri,,fr FRA,"FW,MF",23-193,90,0,0,0,,,,0,0,,,,,,,0,,
2,Theo Walcott,,eng ENG,"FW,MF",21-295,67,0,0,0,,,,0,0,,,,,,,0,,
3,Andrey Arshavin,,ru RUS,"FW,MF",29-221,23,0,0,0,,,,0,0,,,,,,,0,,
4,Cesc Fàbregas,,es ESP,"FW,MF",23-246,90,0,0,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,19-004,80,0,0,0,,,,0,0,,,,,,,0,,
6,Nicklas Bendtner,,dk DEN,FW,22-354,10,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",23-118,90,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Clichy,,fr FRA,DF,25-163,90,0,0,0,,,,0,0,,,,,,,0,,
9,Laurent Koscielny,,fr FRA,DF,25-117,90,0,0,0,,,,0,0,,,,,,,0,,
10,Johan Djourou,,ch SUI,DF,23-352,90,0,0,0,,,,0,0,,,,,,,0,,
11,Bacary Sagna,,fr FRA,DF,27-325,89,0,0,0,,,,0,1,,,,,,,0,,
12,Łukasz Fabiański,,pl POL,GK,25-262,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,989,0,0,0,,,,0,1,,,,,,,0,,
