,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Carlos Tevez,,ar ARG,"FW,MF",26-334,89,0,0,0,,,,0,0,,,,,,,0,,
1,Jérôme Boateng,,de GER,DF,22-124,1,0,0,0,,,,0,0,,,,,,,0,,
2,Jô,,br BRA,FW,23-291,63,0,0,0,,,,0,0,,,,,,,0,,
3,Adam Johnson,,eng ENG,MF,23-175,27,0,0,0,,,,0,0,,,,,,,0,,
4,James Milner,,eng ENG,"DF,MF",25-001,90,0,0,0,,,,0,0,,,,,,,0,,
5,Yaya Touré,,ci CIV,MF,27-237,90,0,0,0,,,,0,0,,,,,,,0,,
6,Gareth Barry,,eng ENG,MF,29-316,90,0,0,0,,,,1,0,,,,,,,0,,
7,Nigel de Jong,,nl NED,MF,26-036,90,0,0,0,,,,1,0,,,,,,,0,,
8,Pablo Zabaleta,,ar ARG,"DF,MF",25-354,89,0,0,0,,,,0,1,,,,,,,0,,
9,Vincent Kompany,,be BEL,DF,24-270,90,0,0,0,,,,0,0,,,,,,,0,,
10,Kolo Touré,,ci CIV,DF,29-292,90,0,0,0,,,,0,0,,,,,,,0,,
11,Micah Richards,,eng ENG,DF,22-195,90,0,0,0,,,,0,0,,,,,,,0,,
12,Joe Hart,,eng ENG,GK,23-261,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,989,0,0,0,,,,2,1,,,,,,,0,,
