,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Lucas Moura,27.0,br BRA,FW,26-264,90,25,25,0,0,0,0,0,0,0,0,0,0,16,0,1
1,Son Heung-min,7.0,kr KOR,LW,26-300,42,25,24,1,0,0,1,1,1,0,0,0,0,19,0,1
2,Christian Eriksen,23.0,dk DEN,"CM,RW",27-079,90,48,44,4,0,1,0,6,0,4,1,3,0,39,0,1
3,Dele Alli,20.0,eng ENG,"CM,AM",23-023,90,35,31,4,0,0,0,1,1,1,0,0,0,28,0,2
4,Eric Dier,15.0,eng ENG,DM,25-109,45,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1
5,Victor Wanyama,12.0,ke KEN,"CB,CM,DM",27-313,45,19,19,0,0,0,0,0,0,0,0,0,0,13,0,2
6,Moussa Sissoko,17.0,fr FRA,"DM,CM",29-261,81,43,43,0,0,0,0,0,0,0,0,0,0,37,0,1
7,Ben Davies,33.0,wls WAL,CB,26-010,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Danny Rose,3.0,eng ENG,LB,28-306,90,51,35,16,4,1,0,3,11,1,0,0,0,36,0,1
9,Davinson Sánchez,6.0,co COL,CB,22-326,90,43,41,2,2,0,0,0,0,0,0,0,0,41,0,0
10,Toby Alderweireld,4.0,be BEL,CB,30-063,45,28,27,1,1,0,0,0,0,0,0,0,0,28,0,0
11,Juan Foyth,21.0,ar ARG,CB,21-112,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12,Kieran Trippier,2.0,eng ENG,RB,28-227,90,59,49,7,0,0,0,0,7,0,0,0,0,40,3,1
13,Hugo Lloris,1.0,fr FRA,GK,32-129,90,33,16,17,5,0,0,0,0,0,0,0,0,18,0,0
14,14 Players,,,,,899,441,386,52,12,2,1,11,20,6,1,3,0,341,3,11
