,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-148,90,1,0,0,,,,0,0,,,,,,,0,,
1,Samir Nasri,,fr FRA,"FW,MF",23-189,90,1,0,0,,,,0,0,,,,,,,0,,
2,Theo Walcott,,eng ENG,"FW,MF",21-291,78,0,0,0,,,,0,0,,,,,,,0,,
3,Denílson,,br BRA,MF,22-319,12,0,0,0,,,,0,0,,,,,,,0,,
4,Cesc Fàbregas,,es ESP,"FW,MF",23-242,90,0,1,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,19-000,78,0,0,0,,,,0,0,,,,,,,0,,
6,Andrey Arshavin,,ru RUS,"FW,MF",29-217,12,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",23-114,90,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Clichy,,fr FRA,DF,25-159,90,0,0,0,,,,0,0,,,,,,,0,,
9,Laurent Koscielny,,fr FRA,DF,25-113,90,0,0,0,,,,0,0,,,,,,,0,,
10,Johan Djourou,,ch SUI,DF,23-348,90,0,0,0,,,,1,0,,,,,,,0,,
11,Bacary Sagna,,fr FRA,DF,27-321,90,0,0,0,,,,0,0,,,,,,,0,,
12,Łukasz Fabiański,,pl POL,GK,25-258,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,2,1,0,,,,1,0,,,,,,,0,,
