,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Fábio Silva,17.0,pt POR,FW,19-263,90,26,0,0,18,9,3,26,3,0,0.0,3,100.0,12,120,68,2,2,0,0,0,18,4
1,Hwang Hee-chan,26.0,kr KOR,AM,26-072,77,37,0,6,22,10,1,37,3,1,33.3,2,66.7,21,188,72,3,1,0,2,2,30,4
2,Pedro Neto,7.0,pt POR,AM,22-030,13,16,0,0,3,13,0,16,1,1,100.0,0,0.0,11,74,48,1,1,0,1,0,14,4
3,Francisco Trincão,11.0,pt POR,AM,22-100,77,28,0,3,17,9,0,28,5,3,60.0,2,40.0,12,115,43,2,0,0,1,0,16,2
4,Chem Campbell,77.0,wls WAL,AM,19-099,13,11,0,0,3,8,1,11,0,0,,0,,5,30,11,0,0,0,0,0,9,4
5,João Moutinho,28.0,pt POR,CM,35-212,90,93,3,26,55,13,0,93,1,1,100.0,0,0.0,38,201,122,1,2,0,1,0,72,2
6,Luke Cundle,39.0,eng ENG,CM,19-347,90,82,2,23,47,12,1,82,1,0,0.0,1,100.0,35,144,79,2,0,0,0,0,67,2
7,Fernando Marçal,5.0,br BRA,WB,33-048,85,68,4,21,25,22,2,68,0,0,,0,,32,257,168,6,1,1,2,0,46,5
8,Rayan Aït Nouri,3.0,dz ALG,WB,20-306,5,7,0,0,4,3,0,7,0,0,,0,,4,52,40,2,0,0,1,0,6,1
9,Jonny Castro,19.0,es ESP,WB,28-036,90,61,0,15,28,19,0,61,4,3,75.0,1,25.0,21,117,75,0,2,0,1,0,33,3
10,Max Kilman,23.0,eng ENG,CB,24-320,90,82,13,44,35,3,0,82,0,0,,0,,42,315,202,0,0,0,0,0,57,0
11,Conor Coady,16.0,eng ENG,CB,29-042,90,70,15,42,28,1,0,70,0,0,,0,,34,207,76,0,0,0,0,0,57,0
12,Willy Boly,15.0,ci CIV,CB,31-064,90,62,2,32,28,2,0,62,0,0,,0,,17,96,59,0,0,0,0,0,42,0
13,José Sá,1.0,pt POR,GK,29-081,90,30,29,30,0,0,0,30,0,0,,0,,13,98,77,0,0,0,0,0,10,0
14,14 Players,,,,,990,673,68,242,313,124,8,673,18,9,50.0,9,50.0,297,2014,1140,19,9,1,9,2,477,31
