,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Andre Gray,18.0,jm JAM,FW,26-061,82,16,0,0,6,10,5,16,0,0,,0,,12,20,9,0,0,0,2,1,16,6
1,Troy Deeney,9.0,eng ENG,FW,29-058,8,2,0,0,0,2,0,2,0,0,,0,,4,25,18,1,1,0,0,0,4,0
2,Richarlison,11.0,br BRA,"LM,LW",20-108,90,44,1,9,16,21,1,44,4,3,75.0,1,25.0,32,271,204,7,7,0,2,2,34,14
3,Nordin Amrabat,7.0,ma MAR,RW,30-148,27,15,0,1,6,9,1,15,1,1,100.0,0,0.0,13,51,11,0,0,0,0,3,12,8
4,Craig Cathcart,15.0,nir NIR,RB,28-201,19,6,1,3,3,0,0,6,0,0,,0,,2,11,0,0,0,0,0,0,3,0
5,André Carrillo,28.0,pe PER,RM,26-073,44,18,0,3,4,12,1,18,2,1,50.0,1,50.0,11,60,46,1,0,0,2,1,13,1
6,Nathaniel Chalobah,14.0,eng ENG,"CM,LM",22-257,90,56,4,11,30,17,4,56,2,1,50.0,1,50.0,37,193,75,1,1,1,0,0,40,4
7,Tom Cleverley,8.0,eng ENG,"RB,CM",28-014,90,43,1,7,21,15,0,43,0,0,,0,,19,49,14,0,0,0,0,0,23,0
8,Abdoulaye Doucouré,16.0,ml MLI,"CM,RM",24-237,90,64,5,18,40,9,0,64,1,1,100.0,0,0.0,39,234,136,3,1,0,0,1,38,0
9,Miguel Britos,3.0,uy URU,LB,32-040,23,20,1,5,14,1,0,20,0,0,,0,,13,74,50,0,1,0,1,0,14,2
10,Christian Kabasele,27.0,be BEL,CB,26-183,90,42,8,22,20,1,1,42,0,0,,0,,23,90,46,0,0,0,0,0,19,0
11,Sebastian Prödl,5.0,at AUT,CB,30-066,90,42,10,19,23,0,0,42,0,0,,0,,19,86,58,0,0,0,0,0,19,0
12,Kiko Femenía,21.0,es ESP,"LB,RB",26-205,90,74,5,24,38,13,0,74,1,1,100.0,0,0.0,31,77,21,0,1,0,1,1,34,2
13,Heurelho Gomes,1.0,br BRA,GK,36-192,90,28,21,28,0,0,0,28,0,0,,0,,7,46,26,0,0,0,0,0,6,0
14,14 Players,,,,,923,470,57,150,221,110,13,470,11,8,72.7,3,27.3,262,1287,714,13,12,1,8,9,275,37
