,num,joueur
0,,Joe Hart
1,,Fernandinho
2,,Edin Džeko
3,,Jesús Navas
4,,Sergio Agüero
5,,Joleon Lescott
6,,Pablo Zabaleta
7,,Yaya Touré
8,,David Silva
9,,Aleksandar Kolarov
10,,Matija Nastasić
