,num,joueur
0,,Joe Bennett
1,,Marc Albrighton
2,,Christian Benteke
3,,Matthew Lowton
4,,Andreas Weimann
5,,Ashley Westwood
6,,Chris Herd
7,,Ciaran Clark
8,,Fabian Delph
9,,
10,,Shay Given
