,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2015-08-10,20:00 ,Premier League,Matchweek 1,Mon,Away,W,3,0,West Brom,69,"24,564",Vincent Kompany,4-2-3-1,Mike Dean,https://fbref.com/en/matches/ea283763/West-Bromwich-Albion-Manchester-City-August-10-2015-Premier-League,
1,2015-08-16,16:00 ,Premier League,Matchweek 2,Sun,Home,W,3,0,Chelsea,49,"54,331",Vincent Kompany,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/cb3ba083/Manchester-City-Chelsea-August-16-2015-Premier-League,
2,2015-08-23,16:00 ,Premier League,Matchweek 3,Sun,Away,W,2,0,Everton,54,"38,523",Vincent Kompany,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/a58f55ee/Everton-Manchester-City-August-23-2015-Premier-League,
3,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Home,W,2,0,Watford,59,"53,218",Vincent Kompany,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/f25a110f/Manchester-City-Watford-August-29-2015-Premier-League,
4,2015-09-12,15:00 ,Premier League,Matchweek 5,Sat,Away,W,1,0,Crystal Palace,58,"25,167",Vincent Kompany,4-4-2,Mike Jones,https://fbref.com/en/matches/dad43a5a/Crystal-Palace-Manchester-City-September-12-2015-Premier-League,
6,2015-09-19,17:30 ,Premier League,Matchweek 6,Sat,Home,L,1,2,West Ham,72,"53,545",Yaya Touré,4-2-3-1,Robert Madley,https://fbref.com/en/matches/e575bfd2/Manchester-City-West-Ham-United-September-19-2015-Premier-League,
8,2015-09-26,12:45 ,Premier League,Matchweek 7,Sat,Away,L,1,4,Tottenham,54,"35,867",Yaya Touré,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/a49c9012/Tottenham-Hotspur-Manchester-City-September-26-2015-Premier-League,
10,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Home,W,6,1,Newcastle Utd,64,"53,850",Joe Hart,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/5ff1f57c/Manchester-City-Newcastle-United-October-3-2015-Premier-League,
11,2015-10-17,15:00 ,Premier League,Matchweek 9,Sat,Home,W,5,1,Bournemouth,54,"54,502",Yaya Touré,4-2-3-1,Mike Dean,https://fbref.com/en/matches/94b58353/Manchester-City-Bournemouth-October-17-2015-Premier-League,
13,2015-10-25,14:05 ,Premier League,Matchweek 10,Sun,Away,D,0,0,Manchester Utd,41,"75,329",Vincent Kompany,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/c910a121/Manchester-Derby-Manchester-United-Manchester-City-October-25-2015-Premier-League,
