,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Mohamed Salah,11.0,eg EGY,FW,26-134,90,44,57,77.2,535,177,32,36,88.9,7,10,70.0,2,5,40.0,2,1.2,0.6,3,3,8,1,11
1,Sadio Mané,10.0,sn SEN,LW,26-200,90,47,54,87.0,633,135,31,33,93.9,14,17,82.4,1,2,50.0,0,0.1,0.1,2,0,2,0,5
2,Adam Lallana,20.0,eng ENG,RW,30-170,60,35,42,83.3,403,105,26,30,86.7,3,5,60.0,2,2,100.0,0,0.0,0.0,1,3,0,0,4
3,Xherdan Shaqiri,23.0,ch SUI,RW,27-017,30,21,28,75.0,393,138,13,16,81.3,4,4,100.0,4,6,66.7,0,0.1,0.0,1,4,0,0,7
4,Roberto Firmino,9.0,br BRA,AM,27-025,70,44,54,81.5,565,102,26,31,83.9,12,14,85.7,2,3,66.7,0,0.0,0.1,1,1,2,0,4
5,James Milner,7.0,eng ENG,LM,32-296,20,22,27,81.5,405,100,8,10,80.0,10,11,90.9,3,4,75.0,0,0.0,0.0,0,2,0,0,3
6,Georginio Wijnaldum,5.0,nl NED,"DM,RM",27-350,90,108,116,93.1,1708,343,56,59,94.9,47,48,97.9,3,5,60.0,0,0.0,0.0,1,8,0,0,8
7,Fabinho,3.0,br BRA,"DM,CM",25-004,90,76,88,86.4,1115,335,41,49,83.7,30,31,96.8,2,4,50.0,0,0.0,0.1,1,11,2,0,5
8,Alberto Moreno,18.0,es ESP,LB,26-114,90,58,67,86.6,1035,320,23,24,95.8,31,33,93.9,4,7,57.1,0,0.1,0.2,3,5,3,1,9
9,Virgil van Dijk,4.0,nl NED,CB,27-111,90,95,102,93.1,1702,479,42,42,100.0,44,48,91.7,9,10,90.0,0,0.0,0.0,0,3,0,0,6
10,Dejan Lovren,6.0,hr CRO,CB,29-114,90,95,104,91.3,1562,780,45,47,95.7,43,45,95.6,5,8,62.5,0,0.0,0.0,0,2,0,0,4
11,Trent Alexander-Arnold,66.0,eng ENG,RB,20-020,90,86,107,80.4,1330,430,50,56,89.3,27,35,77.1,7,12,58.3,0,0.1,0.2,1,4,2,0,7
12,Alisson,13.0,br BRA,GK,26-025,90,27,27,100.0,660,407,4,4,100.0,17,17,100.0,6,6,100.0,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,758,873,86.8,12046,3851,397,437,90.8,289,318,90.9,50,74,67.6,2,1.6,1.3,14,46,19,2,73
