,num,joueur
0,,Paul Robinson
1,,Jermaine Jones
2,,Martin Olsson
3,,Junior Hoilett
4,,Ryan Nelsen
5,,Míchel Salgado
6,,David Dunn
7,,Roque Santa Cruz
8,,Morten Gamst Pedersen
9,,Phil Jones
10,,Christopher Samba
