,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Chris Wood,9.0,nz NZL,FW,29-096,90,25,25,0,0,0,0,1,0,0,0,0,0,15,0,1
1,Matěj Vydra,27.0,cz CZE,FW,28-316,77,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
2,Jay Rodriguez,19.0,eng ENG,FW,31-227,13,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
3,Dwight McNeil,11.0,eng ENG,"LM,RM",21-111,90,34,31,3,0,0,0,5,0,3,3,0,0,25,0,1
4,Josh Brownhill,8.0,eng ENG,CM,25-084,90,38,38,0,0,0,0,1,0,0,0,0,0,23,0,1
5,Ashley Westwood,18.0,eng ENG,CM,30-346,90,43,39,4,1,0,0,3,0,1,1,0,0,35,0,0
6,Jóhann Berg Guðmundsson,7.0,is ISL,RM,30-137,65,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
7,Robbie Brady,12.0,ie IRL,"LM,RM",29-058,25,9,8,1,1,0,0,1,0,0,0,0,0,3,0,0
8,Erik Pieters,23.0,nl NED,LB,32-218,90,36,26,10,0,0,1,1,10,0,0,0,0,26,0,0
9,Ben Mee,6.0,eng ENG,CB,31-173,90,24,21,2,2,0,0,0,0,0,0,0,0,15,1,0
10,James Tarkowski,5.0,eng ENG,CB,28-114,90,19,18,1,1,0,0,0,0,0,0,0,0,13,0,0
11,Matthew Lowton,2.0,eng ENG,RB,31-277,90,38,24,14,0,0,1,1,14,0,0,0,0,22,0,0
12,Nick Pope,1.0,eng ENG,GK,28-328,90,30,16,14,5,0,0,0,0,0,0,0,0,14,0,0
13,13 Players,,,,,990,333,283,49,10,0,2,13,24,4,4,0,0,222,1,3
