,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-14,,Premier League,Matchweek 1,Sun,Away,W,2,1,West Brom,,"25,360",,4-4-2,Mike Jones,https://fbref.com/en/matches/88cedbae/West-Bromwich-Albion-Manchester-United-August-14-2011-Premier-League,
1,2011-08-22,,Premier League,Matchweek 2,Mon,Home,W,3,0,Tottenham,,"75,498",,4-4-2,Lee Probert,https://fbref.com/en/matches/64de8fdc/Manchester-United-Tottenham-Hotspur-August-22-2011-Premier-League,
2,2011-08-28,,Premier League,Matchweek 3,Sun,Home,W,8,2,Arsenal,,"75,448",,4-4-2,Howard Webb,https://fbref.com/en/matches/cffc350c/Manchester-United-Arsenal-August-28-2011-Premier-League,
3,2011-09-10,,Premier League,Matchweek 4,Sat,Away,W,5,0,Bolton,,"25,944",,4-4-2,Andre Marriner,https://fbref.com/en/matches/8d9c0205/Bolton-Wanderers-Manchester-United-September-10-2011-Premier-League,
5,2011-09-18,,Premier League,Matchweek 5,Sun,Home,W,3,1,Chelsea,,"75,455",,4-4-2,Phil Dowd,https://fbref.com/en/matches/45f18916/Manchester-United-Chelsea-September-18-2011-Premier-League,
6,2011-09-24,,Premier League,Matchweek 6,Sat,Away,D,1,1,Stoke City,,"27,582",,4-4-2,Peter Walton,https://fbref.com/en/matches/12a293d4/Stoke-City-Manchester-United-September-24-2011-Premier-League,
8,2011-10-01,,Premier League,Matchweek 7,Sat,Home,W,2,0,Norwich City,,"75,514",,4-4-2,Stuart Attwell,https://fbref.com/en/matches/9a618eb3/Manchester-United-Norwich-City-October-1-2011-Premier-League,
9,2011-10-15,,Premier League,Matchweek 8,Sat,Away,D,1,1,Liverpool,,"45,065",,4-5-1,Andre Marriner,https://fbref.com/en/matches/d8ffba3b/North-West-Derby-Liverpool-Manchester-United-October-15-2011-Premier-League,
11,2011-10-23,,Premier League,Matchweek 9,Sun,Home,L,1,6,Manchester City,,"75,487",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/daeb68eb/Manchester-Derby-Manchester-United-Manchester-City-October-23-2011-Premier-League,
12,2011-10-29,,Premier League,Matchweek 10,Sat,Away,W,1,0,Everton,,"35,494",,4-1-4-1,Mark Halsey,https://fbref.com/en/matches/6d132157/Everton-Manchester-United-October-29-2011-Premier-League,
14,2011-11-05,,Premier League,Matchweek 11,Sat,Home,W,1,0,Sunderland,,"75,570",,4-4-2,Lee Mason,https://fbref.com/en/matches/f33e80b0/Manchester-United-Sunderland-November-5-2011-Premier-League,
15,2011-11-19,,Premier League,Matchweek 12,Sat,Away,W,1,0,Swansea City,,"20,295",,4-4-2,Mike Dean,https://fbref.com/en/matches/dfb32d8e/Swansea-City-Manchester-United-November-19-2011-Premier-League,
17,2011-11-26,,Premier League,Matchweek 13,Sat,Home,D,1,1,Newcastle Utd,,"75,594",,4-4-2,Mike Jones,https://fbref.com/en/matches/4ce8a16b/Manchester-United-Newcastle-United-November-26-2011-Premier-League,
18,2011-12-03,,Premier League,Matchweek 14,Sat,Away,W,1,0,Aston Villa,,"40,053",,4-4-2,Lee Probert,https://fbref.com/en/matches/0cccd82c/Aston-Villa-Manchester-United-December-3-2011-Premier-League,
20,2011-12-10,,Premier League,Matchweek 15,Sat,Home,W,4,1,Wolves,,"75,627",,4-4-2,Michael Oliver,https://fbref.com/en/matches/9f94bf81/Manchester-United-Wolverhampton-Wanderers-December-10-2011-Premier-League,
21,2011-12-18,,Premier League,Matchweek 16,Sun,Away,W,2,0,QPR,,"18,033",,4-4-2,Howard Webb,https://fbref.com/en/matches/1867930d/Queens-Park-Rangers-Manchester-United-December-18-2011-Premier-League,
22,2011-12-21,,Premier League,Matchweek 17,Wed,Away,W,5,0,Fulham,,"25,700",,4-4-1-1,Mark Halsey,https://fbref.com/en/matches/39fc0ba0/Fulham-Manchester-United-December-21-2011-Premier-League,
23,2011-12-26,,Premier League,Matchweek 18,Mon,Home,W,5,0,Wigan Athletic,,"75,183",,4-4-2,Phil Dowd,https://fbref.com/en/matches/50229201/Manchester-United-Wigan-Athletic-December-26-2011-Premier-League,
24,2011-12-31,,Premier League,Matchweek 19,Sat,Home,L,2,3,Blackburn,,"75,146",,4-4-2,Mike Dean,https://fbref.com/en/matches/d3ff1a62/Manchester-United-Blackburn-Rovers-December-31-2011-Premier-League,
25,2012-01-04,,Premier League,Matchweek 20,Wed,Away,L,0,3,Newcastle Utd,,"52,299",,4-4-2,Howard Webb,https://fbref.com/en/matches/f5024d09/Newcastle-United-Manchester-United-January-4-2012-Premier-League,
26,2012-01-14,,Premier League,Matchweek 21,Sat,Home,W,3,0,Bolton,,"75,444",,4-4-2,Peter Walton,https://fbref.com/en/matches/85e90128/Manchester-United-Bolton-Wanderers-January-14-2012-Premier-League,
27,2012-01-22,,Premier League,Matchweek 22,Sun,Away,W,2,1,Arsenal,,"60,093",,4-4-2,Mike Dean,https://fbref.com/en/matches/42cc98b0/Arsenal-Manchester-United-January-22-2012-Premier-League,
28,2012-01-31,,Premier League,Matchweek 23,Tue,Home,W,2,0,Stoke City,,"74,719",,4-4-2,Mike Jones,https://fbref.com/en/matches/4e0fc8be/Manchester-United-Stoke-City-January-31-2012-Premier-League,
29,2012-02-05,,Premier League,Matchweek 24,Sun,Away,D,3,3,Chelsea,,"41,668",,4-4-2,Howard Webb,https://fbref.com/en/matches/2fc9ac54/Chelsea-Manchester-United-February-5-2012-Premier-League,
30,2012-02-11,,Premier League,Matchweek 25,Sat,Home,W,2,1,Liverpool,,"74,844",,4-4-2,Phil Dowd,https://fbref.com/en/matches/68b86424/North-West-Derby-Manchester-United-Liverpool-February-11-2012-Premier-League,
33,2012-02-26,,Premier League,Matchweek 26,Sun,Away,W,2,1,Norwich City,,"26,811",,4-4-2,Andre Marriner,https://fbref.com/en/matches/06abd5ec/Norwich-City-Manchester-United-February-26-2012-Premier-League,
34,2012-03-04,,Premier League,Matchweek 27,Sun,Away,W,3,1,Tottenham,,"36,034",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/f373fad3/Tottenham-Hotspur-Manchester-United-March-4-2012-Premier-League,
36,2012-03-11,,Premier League,Matchweek 28,Sun,Home,W,2,0,West Brom,,"75,598",,4-4-2,Lee Probert,https://fbref.com/en/matches/2b152977/Manchester-United-West-Bromwich-Albion-March-11-2012-Premier-League,
38,2012-03-18,,Premier League,Matchweek 29,Sun,Away,W,5,0,Wolves,,"27,494",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/3bf7cba7/Wolverhampton-Wanderers-Manchester-United-March-18-2012-Premier-League,
39,2012-03-26,,Premier League,Matchweek 30,Mon,Home,W,1,0,Fulham,,"75,570",,4-4-2,Michael Oliver,https://fbref.com/en/matches/e18cb465/Manchester-United-Fulham-March-26-2012-Premier-League,
40,2012-04-02,,Premier League,Matchweek 31,Mon,Away,W,2,0,Blackburn,,"26,532",,4-1-4-1,Howard Webb,https://fbref.com/en/matches/8e84850d/Blackburn-Rovers-Manchester-United-April-2-2012-Premier-League,
41,2012-04-08,,Premier League,Matchweek 32,Sun,Home,W,2,0,QPR,,"75,505",,4-4-2,Lee Mason,https://fbref.com/en/matches/bd6fb016/Manchester-United-Queens-Park-Rangers-April-8-2012-Premier-League,
42,2012-04-11,,Premier League,Matchweek 33,Wed,Away,L,0,1,Wigan Athletic,,"18,115",,4-4-2,Phil Dowd,https://fbref.com/en/matches/f8fd0bcc/Wigan-Athletic-Manchester-United-April-11-2012-Premier-League,
43,2012-04-15,,Premier League,Matchweek 34,Sun,Home,W,4,0,Aston Villa,,"75,138",,4-4-2,Mark Halsey,https://fbref.com/en/matches/a2233ef4/Manchester-United-Aston-Villa-April-15-2012-Premier-League,
44,2012-04-22,,Premier League,Matchweek 35,Sun,Home,D,4,4,Everton,,"75,522",,4-4-2,Mike Jones,https://fbref.com/en/matches/53dc29d7/Manchester-United-Everton-April-22-2012-Premier-League,
45,2012-04-30,,Premier League,Matchweek 36,Mon,Away,L,0,1,Manchester City,,"47,259",,4-3-3,Andre Marriner,https://fbref.com/en/matches/7ba49451/Manchester-Derby-Manchester-City-Manchester-United-April-30-2012-Premier-League,
46,2012-05-06,,Premier League,Matchweek 37,Sun,Home,W,2,0,Swansea City,,"75,496",,4-4-2,Chris Foy,https://fbref.com/en/matches/011afd55/Manchester-United-Swansea-City-May-6-2012-Premier-League,
47,2012-05-13,,Premier League,Matchweek 38,Sun,Away,W,1,0,Sunderland,,"46,452",,4-5-1,Howard Webb,https://fbref.com/en/matches/0ce43017/Sunderland-Manchester-United-May-13-2012-Premier-League,
