,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Roberto Firmino,9.0,br BRA,FW,29-128,90,36,42,85.7,391,86,26,30,86.7,6,7,85.7,0,0,,0,0.0,0.1,1,1,2,0,5
1,Sadio Mané,10.0,sn SEN,LW,28-303,90,20,25,80.0,320,49,13,16,81.3,2,4,50.0,4,4,100.0,0,0.1,0.0,1,1,2,0,4
2,Mohamed Salah,11.0,eg EGY,RW,28-237,90,27,31,87.1,373,85,13,14,92.9,12,13,92.3,0,0,,0,0.0,0.1,0,1,2,0,5
3,Curtis Jones,17.0,eng ENG,LM,20-008,67,46,50,92.0,568,106,33,36,91.7,10,10,100.0,1,1,100.0,0,0.0,0.0,0,7,2,0,3
4,James Milner,7.0,eng ENG,LM,35-034,23,11,15,73.3,156,21,9,9,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,1
5,Georginio Wijnaldum,5.0,nl NED,CM,30-088,90,58,60,96.7,779,124,32,33,97.0,21,22,95.5,1,1,100.0,0,0.0,0.0,0,4,0,0,4
6,Thiago Alcántara,6.0,es ESP,RM,29-302,67,52,58,89.7,795,175,30,32,93.8,15,15,100.0,4,6,66.7,0,0.0,0.0,0,2,0,0,4
7,Xherdan Shaqiri,23.0,ch SUI,RM,29-120,23,13,16,81.3,181,35,7,7,100.0,5,5,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0
8,Andrew Robertson,26.0,sct SCO,LB,26-333,84,49,65,75.4,694,162,32,34,94.1,17,22,77.3,0,6,0.0,0,0.0,0.1,0,3,1,1,4
9,Kostas Tsimikas,21.0,gr GRE,LB,24-271,6,6,9,66.7,103,0,3,3,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
10,Jordan Henderson,14.0,eng ENG,CB,30-235,90,97,108,89.8,1825,480,35,37,94.6,52,53,98.1,8,16,50.0,0,0.0,0.0,0,8,0,0,7
11,Fabinho,3.0,br BRA,CB,27-107,90,90,99,90.9,1445,460,38,39,97.4,43,47,91.5,5,8,62.5,0,0.0,0.0,0,1,0,0,4
12,Trent Alexander-Arnold,66.0,eng ENG,RB,22-123,90,54,73,74.0,1009,374,28,31,90.3,16,19,84.2,8,17,47.1,0,0.1,0.2,2,4,1,1,5
13,Alisson,1.0,br BRA,GK,28-128,90,40,45,88.9,747,388,13,13,100.0,22,24,91.7,4,7,57.1,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,599,696,86.1,9386,2545,312,334,93.4,226,249,90.8,36,70,51.4,0,0.2,0.6,4,34,10,2,46
